De ref,school name,address 1,town,postcode,school type,management type,constituency,council,rural     ,total enrolment,male,female,fsme,free school meals,Protestant,% Protestant,Catholic,% Catholic,Other Christian / non-Christian / no religion / unknown,% Other Christian / non-Christian / no religion / unknown
2052035,Groarty Primary School,17 COSHQUIN ROAD,LONDONDERRY,BT480ND,Primary,Controlled Integrated,FOYLE,DERRY CITY AND STRABANE,Urban,41,28,13,23,56.10%,10,24.4,29,70.7,2,4.9
2066549,Enniskillen Integrated Primary School,2 DERRYGORE ROAD,ENNISKILLEN,BT744FH,Primary,GMI,FERMANAGH AND SOUTH TYRONE,FERMANAGH AND OMAGH,Urban,337,163,174,85,25.20%,105,31.2,148,43.9,84,24.9
2066552,Omagh Integrated Primary School,DERGMONEY LANE,OMAGH,BT781PN,Primary,GMI,WEST TYRONE,FERMANAGH AND OMAGH,Urban,348,191,157,92,26.40%,67,19.3,171,49.1,110,31.6
2066558,Oakgrove Integrated Primary School,19 LIMAVADY ROAD,LONDONDERRY,BT476JY,Primary,GMI,FOYLE,DERRY CITY AND STRABANE,Urban,452,237,215,128,28.30%,106,23.5,203,44.9,143,31.6
2066665,Roe Valley Integrated Primary School,153 ROE MILL ROAD,LIMAVADY,BT499EX,Primary,GMI,EAST LONDONDERRY,CAUSEWAY COAST AND GLENS,Urban,188,109,79,71,37.80%,34,18.1,126,67,28,14.9
3010404,Tildarg Primary School,6 TILDARG ROAD,BALLYCLARE,BT399JU,Primary,Controlled,SOUTH ANTRIM,ANTRIM AND NEWTOWNABBEY,Rural,80,40,40,10,12.50%,52,65,*,*,#,#
3010466,Longstone Primary School,82 CARNEARNEY ROAD,BALLYMENA,BT422PN,Primary,Controlled,NORTH ANTRIM,MID AND EAST ANTRIM,Rural,32,15,17,15,46.90%,#,#,*,*,*,*
3010470,Carnalbanagh Primary School,1 GLENVIEW ROAD,BALLYMENA,BT440DL,Primary,Controlled,EAST ANTRIM,MID AND EAST ANTRIM,Rural,26,14,12,8,30.80%,15,57.7,*,*,#,#
3010486,Larne and Inver Primary School,1A GLYNN ROAD,LARNE,BT403AY,Primary,Controlled,EAST ANTRIM,MID AND EAST ANTRIM,Urban,200,94,106,69,34.50%,138,69,*,*,#,#
3010553,Carrickfergus Model Primary School,4 BELFAST ROAD,CARRICKFERGUS,BT388BU,Primary,Controlled,EAST ANTRIM,MID AND EAST ANTRIM,Urban,400,191,209,46,11.50%,289,72.3,10,2.5,101,25.3
3010558,Duneane Primary School,166 CHURCH ROAD,ANTRIM,BT413RD,Primary,Controlled,SOUTH ANTRIM,ANTRIM AND NEWTOWNABBEY,Rural,31,11,20,0,0.00%,30,96.8,0,0,1,3.2
3010570,Straid Primary School,3 IRISH HILL ROAD,BALLYCLARE,BT399NQ,Primary,Controlled,SOUTH ANTRIM,ANTRIM AND NEWTOWNABBEY,Rural,66,37,29,11,16.70%,60,90.9,0,0,6,9.1
3010572,Carrowreagh Primary School,110B FINVOY ROAD,BALLYMONEY,BT537JL,Primary,Controlled,NORTH ANTRIM,CAUSEWAY COAST AND GLENS,Rural,87,53,34,11,12.60%,81,93.1,0,0,6,6.9
3010594,Garryduff Primary School,133 GARRYDUFF ROAD,BALLYMONEY,BT537DR,Primary,Controlled,NORTH ANTRIM,CAUSEWAY COAST AND GLENS,Rural,76,44,32,8,10.50%,69,90.8,*,*,#,#
3010631,Ballyclare Primary School,DOAGH ROAD,BALLYCLARE,BT399BG,Primary,Controlled,SOUTH ANTRIM,ANTRIM AND NEWTOWNABBEY,Urban,523,250,273,139,26.60%,363,69.4,8,1.5,152,29.1
3010642,Parkgate Primary School,79 GRANGE ROAD,BALLYCLARE,BT390DH,Primary,Controlled,SOUTH ANTRIM,ANTRIM AND NEWTOWNABBEY,Rural,64,29,35,9,14.10%,50,78.1,0,0,14,21.9
3010646,Olderfleet Primary School,116-128 CURRAN ROAD,LARNE,BT401BX,Primary,Controlled,EAST ANTRIM,MID AND EAST ANTRIM,Urban,181,102,79,57,31.50%,124,68.5,*,*,#,#
3010696,Woodburn Primary School,114 WOODBURN ROAD,CARRICKFERGUS,BT389AB,Primary,Controlled,EAST ANTRIM,MID AND EAST ANTRIM,Urban,190,101,89,45,23.70%,142,74.7,*,*,#,#
3010714,Buick Memorial Primary School,62 MAIN STREET,BALLYMENA,BT421BW,Primary,Controlled,NORTH ANTRIM,MID AND EAST ANTRIM,Rural,320,170,150,66,20.60%,244,76.3,6,1.9,70,21.9
3010726,Dunseverick Primary School,215 WHITEPARK ROAD,BUSHMILLS,BT578SR,Primary,Controlled,NORTH ANTRIM,CAUSEWAY COAST AND GLENS,Rural,102,48,54,23,22.50%,69,67.6,0,0,33,32.4
3010741,Creavery Primary School,38 THORNHILL ROAD,ANTRIM,BT412LH,Primary,Controlled,SOUTH ANTRIM,ANTRIM AND NEWTOWNABBEY,Rural,80,38,42,5,6.30%,70,87.5,5,6.3,5,6.3
3010745,Loanends Primary School,192 SEVENMILE STRAIGHT,CRUMLIN,BT294YR,Primary,Controlled,SOUTH ANTRIM,ANTRIM AND NEWTOWNABBEY,Rural,204,98,106,13,6.40%,148,72.5,6,2.9,50,24.5
3010754,Doagh Primary School,20 MAIN STREET,BALLYCLARE,BT390QL,Primary,Controlled,SOUTH ANTRIM,ANTRIM AND NEWTOWNABBEY,Rural,87,36,51,19,21.80%,49,56.3,0,0,38,43.7
3010779,Thompson Primary School,42 MOSSLEY ROAD,BALLYCLARE,BT399RX,Primary,Controlled,SOUTH ANTRIM,ANTRIM AND NEWTOWNABBEY,Rural,189,100,89,12,6.30%,115,60.8,5,2.6,69,36.5
3010780,Kirkinriola Primary School,5 CLOGHER ROAD,BALLYMENA,BT436TB,Primary,Controlled,NORTH ANTRIM,MID AND EAST ANTRIM,Rural,36,20,16,12,33.30%,26,72.2,*,*,#,#
3010781,Harryville Primary School,CASEMENT STREET,BALLYMENA,BT424BY,Primary,Controlled,NORTH ANTRIM,MID AND EAST ANTRIM,Urban,129,68,61,69,53.50%,79,61.2,5,3.9,45,34.9
3010785,"Eden Primary School, Carrickfergus",LARNE ROAD,CARRICKFERGUS,BT387NL,Primary,Controlled,EAST ANTRIM,MID AND EAST ANTRIM,Urban,210,104,106,55,26.20%,131,62.4,0,0,79,37.6
3010787,Lislagan Primary School,50 LISLAGAN ROAD,BALLYMONEY,BT537JF,Primary,Controlled,NORTH ANTRIM,CAUSEWAY COAST AND GLENS,Rural,113,45,68,21,18.60%,75,66.4,5,4.4,33,29.2
3010794,Gracehill Primary School,19 CHURCH ROAD,BALLYMENA,BT422NL,Primary,Controlled,NORTH ANTRIM,MID AND EAST ANTRIM,Urban,432,219,213,47,10.90%,303,70.1,6,1.4,123,28.5
3010795,Landhead Primary School,78 KILRAUGHTS ROAD,BALLYMONEY,BT537HL,Primary,Controlled,NORTH ANTRIM,CAUSEWAY COAST AND GLENS,Rural,63,32,31,29,46.00%,52,82.5,*,*,#,#
3010796,"Eden Primary School, Ballymoney",33 VOW ROAD,BALLYMONEY,BT537PB,Primary,Controlled,NORTH ANTRIM,CAUSEWAY COAST AND GLENS,Rural,66,36,30,7,10.60%,57,86.4,*,*,#,#
3010802,Ballynure Primary School,2 LISMENARY ROAD,BALLYCLARE,BT399UE,Primary,Controlled,SOUTH ANTRIM,ANTRIM AND NEWTOWNABBEY,Rural,139,70,69,16,11.50%,110,79.1,*,*,#,#
3010804,Straidbilly Primary School,85 CARNBORE ROAD,BALLYMONEY,BT538EE,Primary,Controlled,NORTH ANTRIM,CAUSEWAY COAST AND GLENS,Rural,108,55,53,21,19.40%,100,92.6,0,0,8,7.4
3010808,Glynn Primary School,26 MAIN ROAD,LARNE,BT403HF,Primary,Controlled,EAST ANTRIM,MID AND EAST ANTRIM,Rural,79,39,40,14,17.70%,64,81,0,0,15,19
3010809,Ballycarry Primary School,23 HILLHEAD ROAD,CARRICKFERGUS,BT389HE,Primary,Controlled,EAST ANTRIM,MID AND EAST ANTRIM,Rural,92,39,53,24,26.10%,53,57.6,*,*,#,#
3010816,Randalstown Central Primary School,4 CHURCH ROAD,ANTRIM,BT413AJ,Primary,Controlled,SOUTH ANTRIM,ANTRIM AND NEWTOWNABBEY,Urban,187,89,98,26,13.90%,137,73.3,*,*,#,#
3010817,Greenisland Primary School,UPPER STATION ROAD,CARRICKFERGUS,BT388RA,Primary,Controlled,EAST ANTRIM,MID AND EAST ANTRIM,Urban,399,208,191,40,10.00%,181,45.4,23,5.8,195,48.9
3010818,Moorfields Primary School,180 MOORFIELDS ROAD,BALLYMENA,BT423EF,Primary,Controlled,NORTH ANTRIM,MID AND EAST ANTRIM,Rural,184,91,93,25,13.60%,159,86.4,*,*,#,#
3010822,Groggan Primary School,179 PORTGLENONE ROAD,ANTRIM,BT413EU,Primary,Controlled,SOUTH ANTRIM,ANTRIM AND NEWTOWNABBEY,Rural,130,66,64,17,13.10%,109,83.8,*,*,#,#
3010825,Carnaghts Primary School,48 VALLEY ROAD,BALLYMENA,BT422LX,Primary,Controlled,NORTH ANTRIM,MID AND EAST ANTRIM,Rural,110,55,55,15,13.60%,78,70.9,*,*,#,#
3010826,The Diamond Primary School,107 DREEN ROAD,BALLYMENA,BT421EE,Primary,Controlled,NORTH ANTRIM,MID AND EAST ANTRIM,Rural,141,73,68,14,9.90%,116,82.3,0,0,25,17.7
3010827,Whitehouse Primary School,2 DOAGH ROAD,NEWTOWNABBEY,BT379NZ,Primary,Controlled,BELFAST NORTH,ANTRIM AND NEWTOWNABBEY,Urban,461,224,237,206,44.70%,282,61.2,6,1.3,173,37.5
3010828,Kilbride Primary School,56 MOYRA ROAD,BALLYCLARE,BT390SQ,Primary,Controlled,SOUTH ANTRIM,ANTRIM AND NEWTOWNABBEY,Rural,140,73,67,11,7.90%,109,77.9,6,4.3,25,17.9
3010829,Antrim Primary School,31 STATION ROAD,ANTRIM,BT414AB,Primary,Controlled,SOUTH ANTRIM,ANTRIM AND NEWTOWNABBEY,Urban,606,300,306,110,18.20%,399,65.8,11,1.8,196,32.3
3010834,Clough Primary School,20 DRUMAGROVE ROAD,BALLYMENA,BT449RY,Primary,Controlled,NORTH ANTRIM,MID AND EAST ANTRIM,Rural,168,87,81,26,15.50%,143,85.1,0,0,25,14.9
3010835,Kells & Connor Primary School,145 LIMINARY ROAD,BALLYMENA,BT423LS,Primary,Controlled,NORTH ANTRIM,MID AND EAST ANTRIM,Rural,189,103,86,36,19.00%,134,70.9,*,*,#,#
3010841,Carrickfergus Central Primary School,THOMAS STREET,CARRICKFERGUS,BT388AL,Primary,Controlled,EAST ANTRIM,MID AND EAST ANTRIM,Urban,76,32,44,39,51.30%,53,69.7,0,0,23,30.3
3010842,The William Pinkerton Memorial Primary School,182 KNOCK ROAD,BALLYMONEY,BT538BB,Primary,Controlled,NORTH ANTRIM,CAUSEWAY COAST AND GLENS,Rural,91,42,49,39,42.90%,85,93.4,0,0,6,6.6
3010846,Whiteabbey Primary School,20-30 OLD MANSE ROAD,NEWTOWNABBEY,BT370RU,Primary,Controlled,EAST ANTRIM,ANTRIM AND NEWTOWNABBEY,Urban,411,226,185,25,6.10%,197,47.9,69,16.8,145,35.3
3010847,Portrush Primary School,75 CROCKNAMACK ROAD,PORTRUSH,BT568JW,Primary,Controlled,EAST LONDONDERRY,CAUSEWAY COAST AND GLENS,Urban,189,90,99,59,31.20%,125,66.1,14,7.4,50,26.5
3010850,Upper Ballyboley Primary School,36 BRAEPARK ROAD,BALLYCLARE,BT399UW,Primary,Controlled,EAST ANTRIM,MID AND EAST ANTRIM,Rural,42,20,22,*,,34,81,0,0,8,19
3010860,Sunnylands Primary School,SUNNYLANDS AVENUE,CARRICKFERGUS,BT388JJ,Primary,Controlled,EAST ANTRIM,MID AND EAST ANTRIM,Urban,167,85,82,106,63.50%,113,67.7,*,*,#,#
3010862,Abbots Cross Primary School,86 DOAGH ROAD,NEWTOWNABBEY,BT379QW,Primary,Controlled,BELFAST NORTH,ANTRIM AND NEWTOWNABBEY,Urban,315,167,148,198,62.90%,209,66.3,5,1.6,101,32.1
3010870,Moyle Primary School,18 SALLAGH PARK,LARNE,BT401NS,Primary,Controlled,EAST ANTRIM,MID AND EAST ANTRIM,Urban,407,206,201,149,36.60%,261,64.1,11,2.7,135,33.2
3010873,Bushmills Primary School,5 PRIESTLAND ROAD,BUSHMILLS,BT578QW,Primary,Controlled,NORTH ANTRIM,CAUSEWAY COAST AND GLENS,Rural,111,48,63,57,51.40%,97,87.4,0,0,14,12.6
3010874,Whitehead Primary School,3 ISLANDMAGEE ROAD,CARRICKFERGUS,BT389NE,Primary,Controlled,EAST ANTRIM,MID AND EAST ANTRIM,Rural,444,228,216,73,16.40%,289,65.1,20,4.5,135,30.4
3010875,Ballymena Primary School,101 BALLYMONEY ROAD,BALLYMENA,BT435BX,Primary,Controlled,NORTH ANTRIM,MID AND EAST ANTRIM,Urban,296,138,158,71,24.00%,147,49.7,26,8.8,123,41.6
3010878,Kilmoyle Primary School,77 BENVARDIN ROAD,BALLYMONEY,BT536NS,Primary,Controlled,NORTH ANTRIM,CAUSEWAY COAST AND GLENS,Rural,81,37,44,13,16.00%,65,80.2,0,0,16,19.8
3010879,Straidhavern Primary School,3 STRAIDHAVERN ROAD,CRUMLIN,BT294SN,Primary,Controlled,SOUTH ANTRIM,ANTRIM AND NEWTOWNABBEY,Rural,52,27,25,*,,31,59.6,*,*,#,#
3010880,"Kings Park Primary School, Newtownabbey",KING'S DRIVE,NEWTOWNABBEY,BT370DG,Primary,Controlled,BELFAST NORTH,ANTRIM AND NEWTOWNABBEY,Urban,393,207,186,122,31.00%,361,91.9,*,*,#,#
3010883,Linn Primary School,70-74 KILLYGLEN ROAD,LARNE,BT402HT,Primary,Controlled,EAST ANTRIM,MID AND EAST ANTRIM,Urban,413,212,201,156,37.80%,299,72.4,6,1.5,108,26.2
3010891,Fourtowns Primary School,59 CULLYBACKEY ROAD,BALLYMENA,BT421LA,Primary,Controlled,NORTH ANTRIM,MID AND EAST ANTRIM,Rural,294,145,149,54,18.40%,218,74.1,*,*,#,#
3010892,Ballytober Primary School,60 PRIESTLAND ROAD,BUSHMILLS,BT578UR,Primary,Controlled,EAST LONDONDERRY,CAUSEWAY COAST AND GLENS,Rural,87,52,35,34,39.10%,77,88.5,0,0,10,11.5
3010893,Knockahollet Primary School,79 KNOCKAHOLLET ROAD,BALLYMENA,BT449BA,Primary,Controlled,NORTH ANTRIM,CAUSEWAY COAST AND GLENS,Rural,96,46,50,10,10.40%,76,79.2,0,0,20,20.8
3010895,Rathcoole Primary School,DERRYCOOLE WAY,NEWTOWNABBEY,BT379EL,Primary,Controlled,BELFAST NORTH,ANTRIM AND NEWTOWNABBEY,Urban,125,62,63,84,67.20%,81,64.8,*,*,#,#
3012049,Carnalridge Primary School,135 ATLANTIC ROAD,PORTRUSH,BT568PB,Primary,Controlled,EAST LONDONDERRY,CAUSEWAY COAST AND GLENS,Rural,184,97,87,29,15.80%,96,52.2,18,9.8,70,38
3012065,Culcrow Primary School,129 CURRAGH ROAD,COLERAINE,BT514BT,Primary,Controlled,EAST LONDONDERRY,CAUSEWAY COAST AND GLENS,Rural,99,47,52,13,13.10%,79,79.8,*,*,#,#
3012225,Damhead Primary School,34 DAMHEAD ROAD,COLERAINE,BT521UF,Primary,Controlled,EAST LONDONDERRY,CAUSEWAY COAST AND GLENS,Rural,206,107,99,30,14.60%,149,72.3,*,*,#,#
3012229,Hezlett Primary School,1 BALLYWOOLEN ROAD,COLERAINE,BT514TZ,Primary,Controlled,EAST LONDONDERRY,CAUSEWAY COAST AND GLENS,Rural,248,141,107,53,21.40%,152,61.3,*,*,#,#
3012233,Tobermore Primary School,6 MAGHERA ROAD,MAGHERAFELT,BT455QB,Primary,Controlled,MID ULSTER,MID ULSTER,Rural,52,27,25,8,15.40%,52,100,0,0,0,0
3012234,Ampertaine Primary School,94 KILREA ROAD,MAGHERA,BT465SB,Primary,Controlled,MID ULSTER,MID ULSTER,Rural,126,67,59,26,20.60%,118,93.7,*,*,#,#
3012237,"Killowen Primary School, Coleraine",55 SHUTTLE HILL,COLERAINE,BT513BZ,Primary,Controlled,EAST LONDONDERRY,CAUSEWAY COAST AND GLENS,Urban,201,95,106,91,45.30%,94,46.8,19,9.5,88,43.8
3012250,Portstewart Primary School,22 CENTRAL AVENUE,PORTSTEWART,BT557BT,Primary,Controlled,EAST LONDONDERRY,CAUSEWAY COAST AND GLENS,Urban,278,138,140,92,33.10%,146,52.5,16,5.8,116,41.7
3012264,Millburn Primary School,2 GREENAWAY DRIVE,COLERAINE,BT522AQ,Primary,Controlled,EAST LONDONDERRY,CAUSEWAY COAST AND GLENS,Urban,351,178,173,168,47.90%,209,59.5,36,10.3,106,30.2
3012267,Magherafelt Controlled Primary School,32 CASTLEDAWSON ROAD,MAGHERAFELT,BT456PA,Primary,Controlled,MID ULSTER,MID ULSTER,Urban,242,110,132,76,31.40%,196,81,11,4.5,35,14.5
3012269,Kilrea Primary School,5 LISNAGROT ROAD,COLERAINE,BT515SE,Primary,Controlled,EAST LONDONDERRY,CAUSEWAY COAST AND GLENS,Rural,90,40,50,24,26.70%,74,82.2,0,0,16,17.8
3012282,Culnady Primary School,79 BALLYMACILCURR ROAD,MAGHERA,BT465TT,Primary,Controlled,MID ULSTER,MID ULSTER,Rural,26,13,13,8,30.80%,24,92.3,0,0,2,7.7
3012284,D H Christie Memorial Primary School,45 BALLYCAIRN ROAD,COLERAINE,BT513HX,Primary,Controlled,EAST LONDONDERRY,CAUSEWAY COAST AND GLENS,Urban,425,223,202,77,18.10%,238,56,73,17.2,114,26.8
3012288,Castleroe Primary School,120 CASTLEROE ROAD,COLERAINE,BT513RN,Primary,Controlled,EAST LONDONDERRY,CAUSEWAY COAST AND GLENS,Rural,110,50,60,24,21.80%,72,65.5,9,8.2,29,26.4
3012290,Bellaghy Primary School,79 WILLIAM STREET,MAGHERAFELT,BT458HZ,Primary,Controlled,MID ULSTER,MID ULSTER,Rural,55,26,29,9,16.40%,47,85.5,0,0,8,14.5
3012291,Maghera Primary School,15 STATION ROAD,MAGHERA,BT465BS,Primary,Controlled,MID ULSTER,MID ULSTER,Rural,100,48,52,34,34.00%,61,61,0,0,39,39
3013301,Carnmoney Primary School,275 CARNMONEY ROAD,NEWTOWNABBEY,BT366JS,Primary,Controlled,SOUTH ANTRIM,ANTRIM AND NEWTOWNABBEY,Urban,408,199,209,83,20.30%,290,71.1,10,2.5,108,26.5
3013310,Broughshane Primary School,46A HOUSTON PARK,BALLYMENA,BT424LB,Primary,Controlled,NORTH ANTRIM,MID AND EAST ANTRIM,Rural,339,187,152,56,16.50%,276,81.4,*,*,#,#
3013315,Ballykeel Primary School,22 CREBILLY ROAD,BALLYMENA,BT424DN,Primary,Controlled,NORTH ANTRIM,MID AND EAST ANTRIM,Urban,433,202,231,253,58.40%,338,78.1,5,1.2,90,20.8
3013322,Camphill Primary School,65 CAROLHILL PARK,BALLYMENA,BT422DG,Primary,Controlled,NORTH ANTRIM,MID AND EAST ANTRIM,Urban,392,188,204,140,35.70%,314,80.1,9,2.3,69,17.6
3013323,Mossgrove Primary School,29 SWANSTON ROAD,NEWTOWNABBEY,BT365DN,Primary,Controlled,BELFAST NORTH,ANTRIM AND NEWTOWNABBEY,Urban,295,151,144,40,13.60%,157,53.2,27,9.2,111,37.6
3013325,Leaney Primary School,12 INTERMEDIATE ROAD,BALLYMONEY,BT537AL,Primary,Controlled,NORTH ANTRIM,CAUSEWAY COAST AND GLENS,Urban,282,135,147,122,43.30%,224,79.4,*,*,#,#
3013330,"Victoria Primary School, Carrickfergus",36 CORONATION ROAD,CARRICKFERGUS,BT387EZ,Primary,Controlled,EAST ANTRIM,MID AND EAST ANTRIM,Urban,464,225,239,98,21.10%,254,54.7,*,*,#,#
3013331,Ballycraigy Primary School,22 BRACKEN AVENUE,ANTRIM,BT411PU,Primary,Controlled,SOUTH ANTRIM,ANTRIM AND NEWTOWNABBEY,Urban,140,76,64,63,45.00%,50,35.7,0,0,90,64.3
3013332,Toreagh Primary School,62 RALOO ROAD,LARNE,BT403DU,Primary,Controlled,EAST ANTRIM,MID AND EAST ANTRIM,Rural,102,52,50,25,24.50%,83,81.4,*,*,#,#
3013700,Macosquin Primary School,34 DUNDERG ROAD,COLERAINE,BT514ND,Primary,Controlled,EAST LONDONDERRY,CAUSEWAY COAST AND GLENS,Rural,204,118,86,50,24.50%,125,61.3,0,0,79,38.7
3013703,Kilross Primary School,19 DUNTIBRYAN ROAD,MAGHERAFELT,BT455QL,Primary,Controlled,MID ULSTER,MID ULSTER,Rural,40,16,24,10,25.00%,36,90,0,0,4,10
3013704,Castledawson Primary School,72 MAIN STREET,MAGHERAFELT,BT458AB,Primary,Controlled,MID ULSTER,MID ULSTER,Rural,94,42,52,28,29.80%,76,80.9,0,0,18,19.1
3016005,Silverstream Primary School,MOYARD GARDENS,CARRICKFERGUS,BT388XD,Primary,Controlled,EAST ANTRIM,MID AND EAST ANTRIM,Urban,144,67,77,86,59.70%,88,61.1,7,4.9,49,34
3016014,Templepatrick Primary School,5 LYLEHILL ROAD,BALLYCLARE,BT390AQ,Primary,Controlled,SOUTH ANTRIM,ANTRIM AND NEWTOWNABBEY,Rural,456,245,211,31,6.80%,309,67.8,44,9.6,103,22.6
3016015,Mossley Primary School,2 HAZELBURN ROAD,NEWTOWNABBEY,BT365NA,Primary,Controlled,SOUTH ANTRIM,ANTRIM AND NEWTOWNABBEY,Urban,622,311,311,134,21.50%,422,67.8,5,0.8,195,31.4
3016037,Greystone Primary School,56 GREYSTONE ROAD,ANTRIM,BT411JW,Primary,Controlled,SOUTH ANTRIM,ANTRIM AND NEWTOWNABBEY,Urban,197,101,96,84,42.60%,110,55.8,5,2.5,82,41.6
3016038,Hollybank Primary School,DEVENISH DRIVE,NEWTOWNABBEY,BT370HF,Primary,Controlled,EAST ANTRIM,ANTRIM AND NEWTOWNABBEY,Urban,143,80,63,83,58.00%,128,89.5,*,*,#,#
3016040,Armoy Primary School,2 GRACEHILL ROAD,BALLYMONEY,BT538TD,Primary,Controlled,NORTH ANTRIM,CAUSEWAY COAST AND GLENS,Rural,89,41,48,37,41.60%,68,76.4,*,*,#,#
3016052,Harpurs Hill Primary School,1 CUILRATH STREET,COLERAINE,BT522EL,Primary,Controlled,EAST LONDONDERRY,CAUSEWAY COAST AND GLENS,Urban,220,133,87,142,64.50%,114,51.8,7,3.2,99,45
3016055,Gorran Primary School,2 GORRAN ROAD,COLERAINE,BT514HA,Primary,Controlled,EAST LONDONDERRY,CAUSEWAY COAST AND GLENS,Rural,81,40,41,15,18.50%,68,84,0,0,13,16
3016058,Parkhall Primary School,SEACASH WALK,ANTRIM,BT411AZ,Primary,Controlled,SOUTH ANTRIM,ANTRIM AND NEWTOWNABBEY,Urban,202,98,104,116,57.40%,130,64.4,7,3.5,65,32.2
3016063,Dunclug Primary School,DOURY ROAD,BALLYMENA,BT436SU,Primary,Controlled,NORTH ANTRIM,MID AND EAST ANTRIM,Urban,67,36,31,43,64.20%,29,43.3,13,19.4,25,37.3
3016119,Garvagh Primary School,1 COLERAINE ROAD,COLERAINE,BT515HP,Primary,Controlled,EAST LONDONDERRY,CAUSEWAY COAST AND GLENS,Rural,79,45,34,26,32.90%,72,91.1,*,*,#,#
3016125,Rasharkin Primary School,BAMFORD PARK,BALLYMENA,BT448RX,Primary,Controlled,NORTH ANTRIM,CAUSEWAY COAST AND GLENS,Rural,71,38,33,11,15.50%,61,85.9,*,*,#,#
3016129,Carniny Primary School,61 OLD CULLYBACKEY ROAD,BALLYMENA,BT435JR,Primary,Controlled,NORTH ANTRIM,MID AND EAST ANTRIM,Urban,287,149,138,39,13.60%,182,63.4,*,*,#,#
3016170,Ballyhenry Primary School,BALLYHENRY AVENUE,NEWTOWNABBEY,BT365AZ,Primary,Controlled,BELFAST NORTH,ANTRIM AND NEWTOWNABBEY,Urban,159,88,71,60,37.70%,94,59.1,5,3.1,60,37.7
3016225,Woodlawn Primary School,2 WOODBURN AVENUE,CARRICKFERGUS,BT388EZ,Primary,Controlled,EAST ANTRIM,MID AND EAST ANTRIM,Urban,267,132,135,132,49.40%,105,39.3,*,*,#,#
3016244,Ashgrove Primary,ASHGROVE ROAD,NEWTOWNABBEY,BT366LJ,Primary,Controlled,BELFAST NORTH,ANTRIM AND NEWTOWNABBEY,Urban,357,182,175,88,24.60%,203,56.9,23,6.4,131,36.7
3016249,Earlview Primary,2 MANSE DRIVE,NEWTOWNABBEY,BT365US,Primary,Controlled,SOUTH ANTRIM,ANTRIM AND NEWTOWNABBEY,Urban,224,103,121,130,58.00%,132,58.9,*,*,#,#
3016252,Ballysally Primary School,52 DANES HILL ROAD,COLERAINE,BT522QU,Primary,Controlled,EAST LONDONDERRY,CAUSEWAY COAST AND GLENS,Urban,266,126,140,180,67.70%,158,59.4,7,2.6,101,38
3016257,Oakfield Primary School,OAKFIELD DRIVE,CARRICKFERGUS,BT387SP,Primary,Controlled,EAST ANTRIM,MID AND EAST ANTRIM,Urban,328,170,158,100,30.50%,252,76.8,*,*,#,#
3016260,Cloughmills Primary School,34 MAIN STREET,BALLYMENA,BT449LF,Primary,Controlled,NORTH ANTRIM,CAUSEWAY COAST AND GLENS,Rural,65,36,29,20,30.80%,52,80,*,*,#,#
3016264,Irish Society's Primary School,3 RUGBY AVENUE,COLERAINE,BT521JL,Primary,Controlled,EAST LONDONDERRY,CAUSEWAY COAST AND GLENS,Urban,299,142,157,47,15.70%,157,52.5,35,11.7,107,35.8
3016269,Cairncastle Primary School,12 CAIRNCASTLE ROAD,LARNE,BT402RB,Primary,Controlled,EAST ANTRIM,MID AND EAST ANTRIM,Rural,115,60,55,14,12.20%,85,73.9,7,6.1,23,20
3016283,Knockloughrim Primary School,337 HILLHEAD ROAD,MAGHERAFELT,BT458QT,Primary,Controlled,MID ULSTER,MID ULSTER,Rural,111,58,53,14,12.60%,96,86.5,*,*,#,#
3016414,Fairview Primary School,25 HILLMOUNT AVENUE,BALLYCLARE,BT399HS,Primary,Controlled,SOUTH ANTRIM,ANTRIM AND NEWTOWNABBEY,Urban,531,277,254,107,20.20%,370,69.7,5,0.9,156,29.4
3016440,Portglenone Primary School,10 CULLYBACKEY ROAD,BALLYMENA,BT448AF,Primary,Controlled,NORTH ANTRIM,MID AND EAST ANTRIM,Rural,118,56,62,33,28.00%,96,81.4,*,*,#,#
3016444,Hazelbank Primary School,20 HAZELBANK ROAD,BALLYMENA,BT424LP,Primary,Controlled,NORTH ANTRIM,MID AND EAST ANTRIM,Rural,114,60,54,15,13.20%,99,86.8,*,*,#,#
3016447,Balnamore Primary School,80 BALNAMORE ROAD,BALLYMONEY,BT537PT,Primary,Controlled,NORTH ANTRIM,CAUSEWAY COAST AND GLENS,Rural,103,45,58,36,35.00%,74,71.8,0,0,29,28.2
3016594,Bushvalley Primary School,175 BALLINLEA ROAD,BALLYMONEY,BT538PR,Primary,Controlled,NORTH ANTRIM,CAUSEWAY COAST AND GLENS,Rural,144,75,69,36,25.00%,98,68.1,*,*,#,#
3016705,Islandmagee Primary School,163 BROWNS BAY ROAD,LARNE,BT403TQ,Primary,Controlled,EAST ANTRIM,MID AND EAST ANTRIM,Rural,109,55,54,29,26.60%,65,59.6,*,*,#,#
3030434,Creggan Primary School,118 STAFFORDSTOWN ROAD,ANTRIM,BT413LH,Primary,Catholic Maintained,SOUTH ANTRIM,ANTRIM AND NEWTOWNABBEY,Rural,117,57,60,12,10.30%,0,0,116,99.1,1,0.9
3030438,Millquarter Primary School,139 CROSSKEYS ROAD,ANTRIM,BT413PY,Primary,Catholic Maintained,NORTH ANTRIM,MID AND EAST ANTRIM,Rural,135,60,75,10,7.40%,*,*,#,#,*,*
