"Reference","Institution_Name","Address_1","Address_2","Address_3","Town_Name","County_Name","Postcode","Telephone","Email","Institution_Type","Management_Type","Latitude","Longitude","Irish_Grid_Reference_X","Irish_Grid_Reference_Y","Current_Approved_Enrolment","Current_Approved_Admissions","Latest_Year_Data","Primary_Reception_Pupil","Number_Year_1","Number_Year_2","Number_Year_3","Number_Year_4","Number_Year_5","Number_Year_6","Number_Year_7","Number_Year_8","Number_Year_9","Number_Year_10","Number_Year_11","Number_Year_12","Number_Year_13","Number_Year_14","Number_Year_15","Number_of_FTE_Staff","Pupil_Teacher_Ratio"
"5016680","Killyman Primary School","15 TREWMOUNT ROAD","","","DUNGANNON","TYRONE","BT71 6RL","028 8772 3094","info@killymanps.dungannon.ni.sch.uk","Primary school","Controlled","54.49049","-6.70213","284154","361003","165","24","2015","0","24","22","30","22","28","24","22","","","","","","","","","7.6","22.63"
"4016192","Kilmaine Primary School","6 LYNDALE DRIVE","","","BANGOR","DOWN","BT19 6EF","028 9127 0893","info@kilmaineps.bangor.ni.sch.uk","Primary school","Controlled","54.65324","-5.63199","352882","380922","610","87","2015","0","90","90","91","90","90","85","86","","","","","","","","","22","29.45"
"4AB0377","Kilmood Playgroup","St Mary's Church Hall","28 Kilmood Church Road","Killinchy","NEWTOWNARDS","DOWN","BT23 6SA","97541868","","VP Pre-schools","Other","54.49188","-5.73344","346915","362748","","","2015","","","","","","","","","","","","","","","","","",""
"3010878","Kilmoyle Primary School","77 BENVARDIN ROAD","","","BALLYMONEY","ANTRIM","BT53 6NS","028 2074 1614","info@kilmoyleps.ballymoney.ni.sch.uk","Primary school","Controlled","55.13278","-6.54272","292997","432700","115","18","2015","0","17","13","6","10","15","9","8","","","","","","","","","4.74","18.14"
"3AB0143","Kilrea Community Early Years","15 Moneygran Road","Kilrea","","COLERAINE","LONDONDERRY","BT51 5SJ","2954 1805","","VP Pre-schools","Other","54.94927","-6.55145","292864","412260","","","2015","","","","","","","","","","","","","","","","","",""
"3012269","Kilrea Primary School","5 LISNAGROT ROAD","KILREA","","COLERAINE","LONDONDERRY","BT51 5SE","028 2954 0636","info@kilreaps.coleraine.ni.sch.uk","Primary school","Controlled","54.94874","-6.55513","292629","412197","127","18","2015","0","18","13","12","11","11","8","16","","","","","","","","","4.56","19.53"
"3BB0606","Kilronan Pre-School","Kilronan Special School","46 BALLYRONAN ROAD","","MAGHERAFELT","LONDONDERRY","BT45 6EN","2879632168","","VP Pre-schools","Other","54.74805","-6.5974","290368","389802","","","2015","","","","","","","","","","","","","","","","","",""
"3316570","Kilronan Special School","46 KILRONAN ROAD","","","MAGHERAFELT","LONDONDERRY","BT45 6EN","028 7963 2168","info@kilronanss.magherafelt.ni.sch.uk","Special school","Controlled","54.74805","-6.5974","290368","389802","","","2015","","","","","","","","","","","","","","","","","17.5","6"
"3AB0144","Kilroot Playgroup","PO Box 61","Edenvale Avenue","Eden","CARRICKFERGUS","ANTRIM","BT38 7NP","7814241483","","VP Pre-schools","Other","54.72875","-5.77694","343262","389019","","","2015","","","","","","","","","","","","","","","","","",""
"3013703","Kilross Primary School","19 DUNTIBRYAN ROAD","TOBERMORE","","MAGHERAFELT","LONDONDERRY","BT45 5QL","028 7962 8043","info@kilrossps.magherafelt.ni.sch.uk","Primary school","Controlled","54.79744","-6.73308","281532","395133","112","16","2015","0","5","8","6","11","3","6","5","","","","","","","","","3.16","13.92"
"2AB0408","Kindertee Community Playgroup","131 Main Street","DERRYLIN","","ENNISKILLEN","FERMANAGH","BT92 9LA","2867742033","","VP Pre-schools","Other","54.19316","-7.56798","228248","327216","","","2015","","","","","","","","","","","","","","","","","",""
"3010880","King's Park Primary School","KING'S DRIVE","","","NEWTOWNABBEY","ANTRIM","BT37 0DG","028 9036 5132","info@kingsparkps.newtownabbey.ni.sch.uk","Primary school","Controlled","54.67775","-5.91204","334729","383076","425","60","2015","0","57","60","62","60","45","58","58","","","","","","","","","13.2","30.3"
"5011124","King's Park Primary School","24A AVENUE ROAD","","","LURGAN","ARMAGH","BT66 7BB","028 3832 2450","info@kingspark.lurgan.ni.sch.uk","Primary school","Controlled","54.45955","-6.32101","308932","358082","658","94","2015","0","98","99","100","100","92","93","81","","","","","","","","","30.48","24.31"
"4116216","King's Road Nursery School","MELFORT DRIVE KINGS ROAD","KNOCK","","BELFAST","ANTRIM","BT5 7FD","028 9048 3991","info@kingsroadns.belfast.ni.sch.uk","Nursery school","Controlled","54.58703","-5.82921","340383","373141","","","2015","","","","","","","","","","","","","","","","","2","26"
"5AB0231","Kingdom Playgroup","10 Dunnaval Road","","","KILKEEL","DOWN","BT34 4JT","4176 2800","kingdompreschoolplaygroup@yahoo.co.uk","VP Pre-schools","Other","54.04915","-6.0345","328783","312888","","","2015","","","","","","","","","","","","","","","","","",""
"5011152","Kingsmills Primary School","63 DRUMNAHUNSHIN ROAD","WHITECROSS","","ARMAGH","ARMAGH","BT60 2TA","028 3083 0312","info@kingsmills.whitecross.ni.sch.uk","Primary school","Controlled","54.21936","-6.45081","301103","331155","77","11","2015","0","8","6","6","4","9","3","12","","","","","","","","","3.17","15.13"
"4136626","Kircubbin Community Nursery School","1 Church Grove","Kircubbin","","NEWTOWNARDS","DOWN","BT22 2SU","028 4273 9307","info@kircubbinns.kircubbin.ni.sch.uk","Nursery school","Roman Catholic Maintained","54.48552","-5.53532","359775","362472","","","2015","","","","","","","","","","","","","","","","","1","26"
"4051569","Kircubbin Integrated Primary School","22 COOKS BRAE","KIRCUBBIN","","NEWTOWNARDS","DOWN","BT22 2SQ","028 4273 8491","info@kircubbininteps.newtownards.ni.sch.uk","Primary school","Controlled Integrated","54.48712","-5.53091","360054","362660","161","23","2015","0","26","30","29","30","29","30","29","","","","","","","","","8","25.38"
"3BB0136","Kirkinriola Early Years","Kirkinriola Primary School","5 Clogher Road","","BALLYMENA","ANTRIM","BT43 6TB","7989160348","","VP Pre-schools","Other","54.89648","-6.25876","311762","406812","","","2015","","","","","","","","","","","","","","","","","",""
"3010780","Kirkinriola Primary School","5 CLOUGHER ROAD","","","BALLYMENA","ANTRIM","BT43 6TB","028 2564 4959","info@kirkinriolaps.ballymena.ni.sch.uk","Primary school","Controlled","54.89648","-6.25876","311762","406812","95","14","2015","0","4","7","4","7","4","3","5","","","","","","","","","2.2","15.45"
"4011373","Kirkistown Primary School","MAIN ROAD","CLOUGHEY","","NEWTOWNARDS","DOWN","BT22 1JA","028 4277 1455","info@kirkistownps.newtownards.ni.sch.uk","Primary school","Controlled","54.4356","-5.47442","363920","357056","125","18","2015","4","8","15","12","18","13","6","15","","","","","","","","","5.2","17.5"
"3010893","Knockahollet Primary School","79 KNOCKAHOLLET ROAD","DUNLOY","","BALLYMENA","ANTRIM","BT44 9BA","028 2764 1360","info@knockaholletps.ballymena.ni.sch.uk","Primary school","Controlled","55.04556","-6.37086","304184","423233","106","15","2015","0","11","13","13","12","19","13","18","","","","","","","","","5","19.8"
"2316528","Knockavoe School & Resource Centre","10A MELMOUNT GARDENS","","","STRABANE","TYRONE","BT82 9EB","028 7188 3319","info@knockavoe.strabane.ni.sch.uk","Special school","Controlled","54.8182","-7.47491","233804","396835","","","2015","","","","","","","","","","","","","","","","","17.63","6.32"
"4116239","Knockbreda Nursery School","WYNCHURCH ROAD","KNOCKBREDA","","BELFAST","ANTRIM","BT6 0JJ","028 9040 1567","info@knockbredans.belfast.ni.sch.uk","Nursery school","Controlled","54.56751","-5.90406","335610","370822","","","2015","","","","","","","","","","","","","","","","","2","27"
"4011674","Knockbreda Primary School","WYNCHURCH ROAD","KNOCKBREDA","","BELFAST","ANTRIM","BT6 0JJ","028 9040 1871","info@knockbredaps.belfast.ni.sch.uk","Primary school","Controlled","54.56798","-5.90535","335525","370872","225","30","2015","0","24","28","32","28","28","28","30","","","","","","","","","10.6","18.68"
"4316516","Knockevin Special School","33 RACECOURSE HILL","","","DOWNPATRICK","DOWN","BT30 6PU","028 4461 2167","info@knockevinss.downpatrick.ni.sch.uk","Special school","Controlled","54.31864","-5.71316","348855","343511","","","2015","","","","","","","","","","","","","","","","","19.57","4.14"
"3016283","Knockloughrim Primary School","337 HILLHEAD ROAD","KNOCKLOUGHRIM","","MAGHERAFELT","LONDONDERRY","BT45 8QT","028 7964 3407","info@knockloughrimps.magherafelt.ni.sch.uk","Primary school","Controlled","54.81286","-6.60791","289548","397002","105","16","2015","0","15","19","16","19","14","16","14","","","","","","","","","5.6","20.18"
"4013334","Knockmore Primary School","HERTFORD CRESCENT","","","LISBURN","ANTRIM","BT28 1SA","028 9266 2600","info@knockmoreps.lisburn.ni.sch.uk","Primary school","Controlled","54.50844","-6.07553","324701","363930","212","30","2015","0","21","37","23","29","20","23","21","","","","","","","","","17.52","9.93"
"3032197","Knocknagin Primary School","45 TOBERMORE ROAD","DESERTMARTIN","","MAGHERAFELT","LONDONDERRY","BT45 5LE","028 7963 1794","info@knocknaginps.desertmartin.ni.sch.uk","Primary school","Roman Catholic Maintained","54.77469","-6.67838","285098","392666","75","12","2015","0","11","9","10","7","8","7","0","","","","","","","","","3.6","14.44"
"1013018","Knocknagoney Primary School","KNOCKNAGONEY ROAD","","","BELFAST","ANTRIM","BT4 2NR","028 9076 8496","info@knocknagoney.belfast.ni.sch.uk","Primary school","Controlled","54.61801","-5.85492","338616","376538","403","58","2015","0","44","41","43","38","25","22","24","","","","","","","","","13.6","19.34"
"2032628","Knocknagor Primary School","78 MOORFIELD ROAD","TRILLICK","","OMAGH","TYRONE","BT78 3TX","028 8956 1435","info@knocknagorps.trillick.ni.sch.uk","Primary school","Roman Catholic Maintained","54.49181","-7.55444","228922","360465","65","9","2015","0","11","10","11","8","11","8","6","","","","","","","","","3.02","21.5"
"3116215","Kylemore Nursery School","KYLEMORE ROAD","","","COLERAINE","LONDONDERRY","BT51 3HG","028 7034 4893","info@kylemorens.coleraine.ni.sch.uk","Nursery school","Controlled","55.12596","-6.68045","284227","431766","","","2015","","","","","","","","","","","","","","","","","2.03","25.88"
"2016184","Lack Primary School","6 TIRWINNY ROAD","","","ENNISKILLEN","FERMANAGH","BT93 0BU","028 6863 1442","info@lackps.enniskillen.ni.sch.uk","Primary school","Controlled","54.54655","-7.57935","227271","366549","107","15","2015","2","9","9","11","9","8","2","11","","","","","","","","","3.6","16.94"
"3CA0641","Ladybirds Playgroup","27 Lisnafillon Road","Gracehill","","BALLYMENA","ANTRIM","BT42 1JA","2825878670","","VP Pre-schools","Voluntary","54.85675","-6.34092","306596","402262","","","2015","","","","","","","","","","","","","","","","","",""
"4260255","Lagan College","44 MANSE ROAD","CASTLEREAGH","","BELFAST","ANTRIM","BT8 6SA","028 9040 1810","info@lagancollege.belfast.ni.sch.uk","Secondary (non-grammar) school","Grant Maintained Integrated","54.56094","-5.88646","336770","370125","1200","200","2015","","","","","","","","","212","213","201","209","212","115","102","1","83.22","15.2"
"5032558","Laghey Primary School","5 TAMNAMORE ROAD","","","DUNGANNON","TYRONE","BT71 6RJ","028 8772 5142","info@laghey.dungannon.ni.sch.uk","Primary school","Roman Catholic Maintained","54.49193","-6.70163","284184","361164","109","16","2015","0","12","17","12","12","13","5","12","","","","","","","","","4.2","19.76"
"4316614","Lakewood Special School","96 Newtownards Road","Bangor","","BANGOR","DOWN","BT19 1GZ","02891 456227","info@lakewood.bangor.ni.sch.uk","Special school","Controlled","54.6444","-5.67913","349873","379836","","","2015","","","","","","","","","","","","","","","","","7","0.86"
"3010795","Landhead Primary School","78 KILRAUGHTS ROAD","","","BALLYMONEY","ANTRIM","BT53 7HL","028 2766 3068","info@landheadps.ballymoney.ni.sch.uk","Primary school","Controlled","55.0731","-6.47791","297275","426144","60","9","2015","0","9","10","4","13","10","10","10","","","","","","","","","3.28","20.14"
"2012671","Langfield Primary School","2 WILLMOUNT ROAD","DRUMQUIN","","OMAGH","TYRONE","BT78 4PG","028 8283 1386","info@langfieldps.drumquin.ni.sch.uk","Primary school","Controlled","54.61643","-7.49223","232853","374365","83","12","2015","0","1","2","4","4","7","6","6","","","","","","","","","2.6","11.54"
"4010743","Largymore Primary School","HILLHALL ROAD","","","LISBURN","ANTRIM","BT27 5BT","028 9266 3773","info@largymoreps.lisburn.ni.sch.uk","Primary school","Controlled","54.50863","-6.02708","327838","364039","232","33","2015","0","32","28","23","30","26","17","12","","","","","","","","","7.6","22.11"
"3010486","Larne and Inver Primary School","1a GLYNN ROAD","","","LARNE","ANTRIM","BT40 3AY","028 2827 3206","info@larneandinverps.larne.ni.sch.uk","Primary school","Controlled","54.84945","-5.82325","339862","402359","237","34","2015","0","30","22","25","37","26","22","21","","","","","","","","","8.67","21.11"
"3420046","Larne Grammar School","LOWER CAIRNCASTLE ROAD","","","LARNE","ANTRIM","BT40 1PQ","028 2827 2791","info@larnegrammar.larne.ni.sch.uk","Secondary (grammar) school","Voluntary","54.85217","-5.83013","339411","402649","735","110","2015","","","","","","","","","110","111","111","109","112","105","81","0","47.65","15.51"
"3210038","Larne High School","20 SALLAGH PARK","","","LARNE","ANTRIM","BT40 1NT","028 2827 2159","info@larnehs.larne.ni.sch.uk","Secondary (non-grammar) school","Controlled","54.85833","-5.81947","340074","403355","750","135","2015","","","","","","","","","94","102","86","85","91","24","17","0","33.32","14.98"
"3AB0574","Laughterland Early Years","Black Park Road","","","TOOMEBRIDGE","ANTRIM","BT41 3SL","2879659717","","VP Pre-schools","Other","54.76225","-6.50666","296177","391503","","","2015","","","","","","","","","","","","","","","","","",""
"4210201","Laurelhill Community College","22 LAURELHILL ROAD","","","LISBURN","ANTRIM","BT28 2UH","028 9260 7351","info@laurelhill.lisburn.ni.sch.uk","Secondary (non-grammar) school","Controlled","54.51917","-6.06781","325168","365138","948","175","2015","","","","","","","","","107","99","97","115","135","72","56","0","46.95","14.5"
"5AB0234","Laurencetown Pre-School Playgroup","Community Centre","10 Drumnascamph Road","","LAURENCETOWN","ARMAGH","BT63 6DU","7583723266","laurencetownpreschool@hotmail.co.uk","VP Pre-schools","Other","54.38079","-6.30854","309951","349335","","","2015","","","","","","","","","","","","","","","","","",""
"3AB0122","Lavey Early Years Group","63a Mayogall Road","Knockloughrim","","MAGHERAFELT","LONDONDERRY","BT45 8PG","7964 5464","","VP Pre-schools","Other","54.83868","-6.59085","290587","399899","","","2015","","","","","","","","","","","","","","","","","",""
"4013043","Lead Hill Primary School","CASAELDONA PARK","","","BELFAST","ANTRIM","BT6 9RD","028 9040 1101","info@leadhillps.belfast.ni.sch.uk","Primary school","Controlled","54.57412","-5.87183","337672","371620","210","30","2015","0","23","18","18","18","20","12","18","","","","","","","","","6.6","19.24"
"3013325","Leaney Primary School","12 INTERMEDIATE ROAD","","","BALLYMONEY","ANTRIM","BT53 7AL","028 2766 2666","info@leaneyps.ballymoney.ni.sch.uk","Primary school","Controlled","55.06556","-6.50376","295642","425269","319","46","2015","0","38","46","37","49","39","26","52","","","","","","","","","13","22.08"
"4AB0438","Legacurry Playgroup","Legacurry Church","307 Upper Ballynahinch Road","","LISBURN","ANTRIM","BT27 5EY","02892639375/02892679295","","VP Pre-schools","Other","54.47644","-6.00768","329196","360491","","","2015","","","","","","","","","","","","","","","","","",""
"5AB0420","Leitrim Community Playgroup","Fontenoy Hall","9 Backaderry Road","Leitrim","CASTLEWELLAN","DOWN","BT31 9SL","2840650011","leitrimplaygroup@gmail.com","VP Pre-schools","Other","54.28605","-5.99569","330576","339324","","","2015","","","","","","","","","","","","","","","","","",""
"1010325","Ligoniel Primary School","LIGONIEL ROAD","","","BELFAST","ANTRIM","BT14 8BW","028 9039 1502","info@ligoniel.belfast.ni.sch.uk","Primary school","Controlled","54.62597","-5.97953","330542","377185","171","24","2015","0","30","30","24","30","29","22","20","","","","","","","","","8","23.13"
"2016426","Limavady Central Primary School","57 SCROGGY ROAD","","","LIMAVADY","LONDONDERRY","BT49 0NB","028 7772 2485","info@limavadycentral.limavady.ni.sch.uk","Primary school","Controlled","55.0427","-6.9392","267862","422215","595","85","2015","0","56","56","50","70","75","57","60","","","","","","","","","19.01","22.31"
"2410048","Limavady Grammar School","3 BALLYQUIN ROAD","","","LIMAVADY","LONDONDERRY","BT49 9ET","028 7776 0950","info@lgs.limavady.ni.sch.uk","Secondary (grammar) school","Controlled","55.04231","-6.94786","267309","422164","910","130","2015","","","","","","","","","132","135","130","136","136","117","105","0","53.72","16.59"
"2210302","Limavady High School","64 IRISH GREEN STREET","","","LIMAVADY","LONDONDERRY","BT49 9AN","028 7776 2526","info@limavadyhigh.limavady.ni.sch.uk","Secondary (non-grammar) school","Controlled","55.04848","-6.94726","267337","422851","770","140","2015","","","","","","","","","148","118","126","119","109","51","49","1","47.69","15.12"
"2116628","Limavady Nursery School","9A GREYSTONE ROAD","","","LIMAVADY","LONDONDERRY","BT49 0ND","028 7772 9747","info@limavadyns.limavady.ni.sch.uk","Nursery school","Controlled","55.04363","-6.93977","267824","422318","","","2015","","","","","","","","","","","","","","","","","2.2","23.64"
"3010883","Linn Primary School","70-74 KILLYGLEN ROAD","","","LARNE","ANTRIM","BT40 2HT","028 2827 3159","info@linnps.larne.ni.sch.uk","Primary school","Controlled","54.86295","-5.84201","338611","403825","380","54","2015","0","49","46","47","50","52","51","53","","","","","","","","","18","22.22"
"5316577","Lisanally Special School","85 LISANALLY LANE","","","ARMAGH","ARMAGH","BT61 7HF","028 3752 3563","info@lisanally.armagh.ni.sch.uk","Special school","Controlled","54.35597","-6.64644","288051","346098","","","2015","","","","","","","","","","","","","","","","","14","6.36"
"2016218","Lisbellaw Primary School","40 CLOGHCOR ROAD","TATNAMALLAGHT","","ENNISKILLEN","FERMANAGH","BT94 5BF","028 6638 7214","info@lisbellaw.enniskillen.ni.sch.uk","Primary school","Controlled","54.31377","-7.5422","229844","340652","232","30","2015","0","32","23","25","32","31","27","26","","","","","","","","","8.69","24.16"
"4010807","Lisburn Central Primary School","52-56 HILLSBOROUGH ROAD","","","LISBURN","ANTRIM","BT28 1JJ","028 9266 5527","info@centralps.lisburn.ni.sch.uk","Primary school","Controlled","54.50701","-6.04933","326402","363818","254","36","2015","0","36","36","25","15","31","24","20","","","","","","","","","11.62","18.33"
"5012611","Lisfearty Primary School","64 FARRITER ROAD","","","DUNGANNON","TYRONE","BT70 1SH","028 8776 1595","info@lisfearty.dungannon.ni.sch.uk","Primary school","Controlled","54.46807","-6.91282","270540","358276","74","11","2015","0","3","6","5","3","4","6","7","","","","","","","","","3","11.33"
"3010787","Lislagan Primary School","50 LISLAGAN ROAD","","","BALLYMONEY","ANTRIM","BT53 7JF","028 2766 4424","info@lislaganps.ballymoney.ni.sch.uk","Primary school","Controlled","55.04773","-6.50504","295603","423283","109","16","2015","0","16","17","17","20","17","12","17","","","","","","","","","6","19.33"
"5230213","Lismore Comprehensive School","DRUMGASK","","","CRAIGAVON","ARMAGH","BT65 5DU","028 3831 4950","info@lismorecomp.craigavon.ni.sch.uk","Secondary (non-grammar) school","Roman Catholic Maintained","54.44359","-6.36188","306323","356243","1200","210","2015","","","","","","","","","190","214","174","199","189","109","89","0","77","15.12"
"5011153","Lisnadill Primary School","7 DRUMCONWELL ROAD","","","ARMAGH","ARMAGH","BT60 2PS","028 3752 3471","info@lisnadill.armagh.ni.sch.uk","Primary school","Controlled","54.30865","-6.64487","288254","340833","145","21","2015","0","14","14","14","15","13","10","19","","","","","","","","","4.4","22.5"
"4210051","Lisnagarvey High School","WARREN GARDENS","","","LISBURN","ANTRIM","BT28 1HN","028 9266 2636","info@lisnagarvey.lisburn.ni.sch.uk","Secondary (non-grammar) school","Controlled","54.50565","-6.05896","325783","363649","500","100","2015","","","","","","","","","88","73","99","75","100","36","28","0","37.14","13.43"
"2116233","Lisnagelvin Nursery School","48 RICHILL PARK","","","LONDONDERRY","LONDONDERRY","BT47 5QZ","028 7134 2764","info@lisnagelvinns.londonderry.ni.sch.uk","Nursery school","Controlled","54.99096","-7.29287","245312","416169","","","2015","","","","","","","","","","","","","","","","","3.2","16.56"
"2016203","Lisnagelvin Primary School","46 RICHILL PARK","","","LONDONDERRY","LONDONDERRY","BT47 5QZ","028 7134 7947","info@lisnagelvin.londonderry.ni.sch.uk","Primary school","Controlled","54.99212","-7.29153","245396","416299","581","83","2015","0","90","87","85","88","77","88","77","","","","","","","","","25","23.68"
"4011657","Lisnasharragh Primary School","TUDOR DRIVE","","","BELFAST","ANTRIM","BT6 9LS","028 9040 1211","info@lisps.belfast.ni.sch.uk","Primary school","Controlled","54.57355","-5.88516","336812","371531","447","60","2015","0","58","44","43","52","35","40","31","","","","","","","","","13.86","21.85"
"2210306","Lisneal College","70 Crescent Link Road","","","LONDONDERRY","LONDONDERRY","BT47 5FQ","028 7134 8888","info@lisnealcollege.londonderry.ni.sch.uk","Secondary (non-grammar) school","Controlled","54.99586","-7.27386","246523","416728","960","178","2015","","","","","","","","","76","61","89","92","103","96","59","0","44","13.09"
"5032262","Lissan (1) Primary School","6 CLAGGAN ROAD","","","COOKSTOWN","TYRONE","BT80 9XE","028 8676 4581","info@lissan.cookstown.ni.sch.uk","Primary school","Roman Catholic Maintained","54.6883","-6.75569","280294","382959","127","18","2015","0","16","15","18","21","23","20","11","","","","","","","","","5.41","22.9"
"5AB0216","Lissan Cross-Community Playgroup","6B Claggan Road","Churchtown","","COOKSTOWN","TYRONE","BT80 9XE","8676 6535","lissanplaygroup@hotmail.co.uk","VP Pre-schools","Other","54.68826","-6.75477","280353","382955","","","2015","","","","","","","","","","","","","","","","","",""
"2032300","Listress Primary School","71 SLAGHTMANUS ROAD","","","LONDONDERRY","LONDONDERRY","BT47 3EY","028 7130 1443","info@listressps.derry.ni.sch.uk","Primary school","Roman Catholic Maintained","54.95399","-7.18324","252377","412130","50","7","2015","0","5","2","2","5","3","4","6","","","","","","","","","2","13.5"
"3BB0488","Little Acorns","The Link","120 Castleroe Road","","COLERAINE","LONDONDERRY","BT51 3RN","2870558749","","VP Pre-schools","Other","55.10539","-6.65661","285792","429505","","","2015","","","","","","","","","","","","","","","","","",""
"5AB0630","Little Acorns Playgroup","St Luke's Parish Hall","Bridgend Road","Coagh","COOKSTOWN","TYRONE","BT80 0EJ","028 8673 7676 / 07966278843","littleacornscoagh@hotmail.co.uk","VP Pre-schools","Other","54.6495","-6.62117","289053","378802","","","2015","","","","","","","","","","","","","","","","","",""
"5BB0237","Little Acorns Playgroup (Killyman)","Laghey Primary School","5 Tamnamore Road","Killyman","DUNGANNON","TYRONE","BT71 6RJ","02887729834 / 07809540743","littleacornsplaygroup@gmail.com","VP Pre-schools","Other","54.49193","-6.70163","284184","361164","","","2015","","","","","","","","","","","","","","","","","",""
"5BB0542","Little Acorns Playgroup Derrymore","20a Derrymore Road","Gawleys Gate","","CRAIGAVON","ARMAGH","BT67 0BW","02892650534 / 07791564609","christinemcgarry@btinternet.com","VP Pre-schools","Other","54.53623","-6.32849","308244","366605","","","2015","","","","","","","","","","","","","","","","","",""
"5AB0543","Little Acorns Playgroup Derrynoose","38 Fergort Road","Derrynoose","","ARMAGH","ARMAGH","BT60 3DN","37530509","littleacornsplaygroup@hotmail.com","VP Pre-schools","Other","54.2324","-6.77273","280080","332193","","","2015","","","","","","","","","","","","","","","","","",""
"4BB0150","Little Acorns Pre-School Playgroup","Clandeboye Primary School","111 Clandeboye Road","","BANGOR","DOWN","BT20 3JW","7974042903","","VP Pre-schools","Other","54.65172","-5.6817","349680","380645","","","2015","","","","","","","","","","","","","","","","","",""
"3BB0269","Little Amps Early Years","Ampertaine Primary School","94 Kilrea Road","Upperlands","MAGHERA","LONDONDERRY","BT46 5SB","2879645005","","VP Pre-schools","Other","54.88365","-6.63151","287877","404853","","","2015","","","","","","","","","","","","","","","","","",""
"4CA0615","Little Bear's Day Nursery","Unit 2a Ashbury Shopping Centre","Ashbury Avenue","","BANGOR","DOWN","BT19 6TH","028 9127 3533","","VP Pre-schools","Other","54.6487","-5.63652","352607","380407","","","2015","","","","","","","","","","","","","","","","","",""
"2AB0035","Little Diamonds Community Playgroup","The Diamond Centre","630 Barnailt Road","Claudy","LONDONDERRY","LONDONDERRY","BT47 4EA","7133 7660","","VP Pre-schools","Other","54.91419","-7.15111","254489","407724","","","2015","","","","","","","","","","","","","","","","","",""
"4AB0439","Little Doves Community Playgroup","West Winds Community Centre","Dakota Avenue","","NEWTOWNARDS","DOWN","BT23 4QX","9182 1380","","VP Pre-schools","Other","54.58212","-5.70529","348411","372849","","","2015","","","","","","","","","","","","","","","","","",""
"1AB0477","Little Ducks","Carew II Family & Training Centre","15 Tamar Street","","BELFAST","ANTRIM","BT4 1HS","02890451730 / 02890460882","heather_opmanager@hotmail.com","VP Pre-schools","Other","54.60044","-5.89601","336021","374503","","","2015","","","","","","","","","","","","","","","","","",""
"1230089","Little Flower Girls' School","71A SOMERTON ROAD","","","BELFAST","ANTRIM","BT15 4DE","028 9037 0665","info@littleflower.belfast.ni.sch.uk","Secondary (non-grammar) school","Roman Catholic Maintained","54.63057","-5.93407","333463","377783","650","107","2015","","","","","","","","","110","68","92","107","101","104","55","0","43.37","14.69"
"5136627","Little Flower Nursery School","4 COOLE ROAD","KILLEN","","COALISLAND","TYRONE","BT71 5DR","028 8774 7316","info@littleflowerns.dungannon.ni.sch.uk","Nursery school","Roman Catholic Maintained","54.55044","-6.63704","288243","367755","","","2015","","","","","","","","","","","","","","","","","2","26"
"2AB0055","Little Flower Playgroup","28 Peacock Road","Glebe","SION MILLS","STRABANE","TYRONE","BT82 9NW","8165 8950 / 07729698558","","VP Pre-schools","Other","54.78633","-7.48775","233004","393281","","","2015","","","","","","","","","","","","","","","","","",""
"5AB0336","Little Folk Playgroup","Lecture Hall","1 Cloughmore Road","","ROSTREVOR","DOWN","BT34 3EL","4173 9636 / 07749917866","littlefolk@hotmail.co.uk","VP Pre-schools","Other","54.10009","-6.19673","318014","318274","","","2015","","","","","","","","","","","","","","","","","",""
"2AB0295","Little Friends Playgroup","Strathroy Community Centre","Strathroy","","OMAGH","TYRONE","BT79 7XE","28827132","","VP Pre-schools","Other","54.61242","-7.30907","244690","374020","","","2015","","","","","","","","","","","","","","","","","",""
"5CA0559","Little Friends Private Day Care","67 Huntley Road","","","BANBRIDGE","DOWN","BT32 3UA","2840623438","littlefriendspreschool@hotmail.co.uk","VP Pre-schools","Other","54.35714","-6.27812","311992","346751","","","2015","","","","","","","","","","","","","","","","","",""
"4CA0611","Little Gems Day Nursery","1 Dunlady Road","Dundonald","","BELFAST","ANTRIM","BT16 1TT","028 9041 9199","","VP Pre-schools","Other","54.59506","-5.79784","342383","374098","","","2015","","","","","","","","","","","","","","","","","",""
"1CA0590","Little Hands Little Feet Ltd","Derryvolgie House","73 Malone Road","","BELFAST","ANTRIM","BT9 6SB","2890665037","","VP Pre-schools","Other","54.57806","-5.94262","333082","371922","","","2015","","","","","","","","","","","","","","","","","",""
"3AB0350","Little Hands Pre-School","Parkhall Complex","Unit 5 Queens Road","Parkhall Complex","ANTRIM","ANTRIM","BT41 1AJ","94469221 / 07596601923","","VP Pre-schools","Other","54.71999","-6.19895","316104","387265","","","2015","","","","","","","","","","","","","","","","","",""
"4BB0159","Little Oaks Pre-School","109 Queensway","Lambeg","","LISBURN","ANTRIM","BT27 4QS","9260 5090","","VP Pre-schools","Other","54.53151","-6.03163","327472","366577","","","2015","","","","","","","","","","","","","","","","","",""
"5AB0504","Little Oaks Pre-School Group","Killicomaine Community Centre","Festival Road","Portadown","CRAIGAVON","ARMAGH","BT63 5HE","7790352185","littleoaks.preschool.playgroup@gmail.com","VP Pre-schools","Other","54.42361","-6.42333","302387","353928","","","2015","","","","","","","","","","","","","","","","","",""
