SeedCode,SchUID,SchoolType,CentreType,SchoolName,AddressLine1,AddressLine2,AddressLine3,PostCode,LAName,LACode,DataZone,UPRN,Email,Phone,Website,Denomination,FTETeacher,PupilRoll,PropPupilsMinorityEthnic,PropPupils20PCMostDeprived,DZSIMDPercentile,DZSIMDMostDep15Pct,DZSIMDMostDep16_25Pct,DZSIMDMostDep25Pct,AddrUR8,AddrUR6,AddrUR8Desc,AddrUR6Desc,DZUR8,DZUR6,DZUR8Desc,DZUR6Desc,GridRefEasting,GridRefNorthing,Latitude,Longitude,Notes
8350922,8350922P,Primary,Local Authority,Millersneuk Primary School,Lindsaybeg Road,Lenzie,,G66 5HZ,East Dunbartonshire,S12000045,S01008125,132027167,office@millersneuk.e-dunbarton.sch.uk,0141 955 2307,http://www.millersneuk.e-dunbarton.sch.uk,Non-denominational,20.9,339,5 - <10%,*,85,N,N,N,2,2,Other Urban Areas,Other Urban Areas,2,2,Other Urban Areas,Other Urban Areas,266171,671827,55.920844,-4.143113,
5235324,5235324P,Primary,Local Authority,Milltimber School,Agricola Street,Milltimber,ABERDEEN,AB13 0BF,Aberdeen City,S12000033,S01006515,9051156696,milltimber@aberdeencity.gov.uk,01224 764848,http://www.milltimber.aberdeen.sch.uk,Non-denominational,18.4,310,>20%,0%,92,N,N,N,6,5,Accessible Rural Areas,Accessible Rural Areas,1,1,Large Urban Areas,Large Urban Areas,386155,802337,57.111769,-2.230214,
5346029,5346029P,Primary,Local Authority,Milnathort Primary School,Bridgefauld Road,Milnathort,KINROSS,KY13 9XP,Perth and Kinross,S12000048,S01011845,124040169,Milnathort@pkc.gov.uk,01577 867260,http://milnathortprimaryschool.org.uk/,Non-denominational,12.4,215,*,0%,66,N,N,N,6,5,Accessible Rural Areas,Accessible Rural Areas,6,5,Accessible Rural Areas,Accessible Rural Areas,311707,704592,56.225652,-3.425592,
5202930,5202930S,Secondary,Local Authority,Milne's High School,West Street,Fochabers,MORAY,IV32 7DJ,Moray,S12000020,S01011088,133040334,admin.milneshigh@moray-edunet.gov.uk,01343 820611,http://www.milneshighschool.org.uk/,Non-denominational,42.0,477,0 - <5%,*,77,N,N,N,6,5,Accessible Rural Areas,Accessible Rural Areas,6,5,Accessible Rural Areas,Accessible Rural Areas,334355,858290,57.609798,-3.100301,
5202825,5202825P,Primary,Local Authority,Milne's Primary School,High Street,Fochabers,MORAY,IV32 7EP,Moray,S12000020,S01011089,133036368,admin.milnesp@moray-edunet.gov.uk,01343 820977,http://www.moray.gov.uk/moray_schools/page_1464.html,Non-denominational,12.8,196,0 - <5%,*,35,N,N,N,6,5,Accessible Rural Areas,Accessible Rural Areas,6,5,Accessible Rural Areas,Accessible Rural Areas,334887,858484,57.611616,-3.091441,
8325022,8325022P,Primary,Local Authority,Milngavie Primary School,Hillhead Street,Milngavie,,G62 8AG,East Dunbartonshire,S12000045,S01008042,132036917,office@milngavie.e-dunbarton.sch.uk,0141 955 2251,http://www.milngavie.e-dunbarton.sch.uk,Non-denominational,20.4,356,10 - <20%,*,85,N,N,N,1,1,Large Urban Areas,Large Urban Areas,1,1,Large Urban Areas,Large Urban Areas,255478,674643,55.943028,-4.315577,
5101620,5101620P,Primary,Local Authority,Milton of Leys Primary School,Milton of Leys,Inverness,,IV2 6HF,Highland,S12000017,S01010591,130150620,miltonofleys.primary@highland.gov.uk,01463 773020,http://miltonofleysblog.wordpress.com/,Non-denominational,16.0,303,0 - <5%,*,68,N,N,N,2,2,Other Urban Areas,Other Urban Areas,2,2,Other Urban Areas,Other Urban Areas,269551,842108,57.450452,-4.175520,
5120624,5120624P,Primary,Local Authority,Milton Primary School,Kildary,Invergordon,,IV18 0PX,Highland,S12000017,S01010747,130110269,milton.primary@highland.gov.uk,01862 842537,http://miltonprimaryschool.wordpress.com,Non-denominational,4.7,59,*,85 - <90%,20,N,Y,Y,7,6,Remote Rural Areas,Remote Rural Areas,7,6,Remote Rural Areas,Remote Rural Areas,276680,874428,57.742567,-4.073263,
8551022,8551022P,Primary,Local Authority,Milton Primary School,Strathaven Road,Lesmahagow,,ML11 0DN,South Lanarkshire,S12000029,S01012646,484175142,office@milton-pri.s-lanark.sch.uk,01555 894282,http://www.milton-pri.s-lanark.sch.uk/,Non-denominational,10.6,165,*,0 - <5%,74,N,N,N,3,3,Accessible Small Towns,Accessible Small Towns,3,3,Accessible Small Towns,Accessible Small Towns,281246,640379,55.642402,-3.888325,
8416729,8416729P,Primary,Local Authority,Miltonbank Primary School,11 Skerray Street,,GLASGOW,G22 7PT,Glasgow City,S12000049,S01010344,906700102845,headteacher@miltonbank-pri.glasgow.sch.uk,0141 772 8877,https://blogs.glowscotland.org.uk/gc/miltonbank/,Non-denominational,15.4,165,>20%,85 - <90%,1,Y,N,Y,1,1,Large Urban Areas,Large Urban Areas,1,1,Large Urban Areas,Large Urban Areas,259207,669914,55.901680,-4.253459,
8234124,8234124P,Primary,Local Authority,Minishant Primary School,Merrick Crescent,Minishant,,KA19 8ET,South Ayrshire,S12000028,S01012443,141005578,minishant.mail@south-ayrshire.gov.uk,01292 612144,http://blogs.glowscotland.org.uk/sa/minishantps/,Non-denominational,2.8,22,*,*,61,N,N,N,6,5,Accessible Rural Areas,Accessible Rural Areas,6,5,Accessible Rural Areas,Accessible Rural Areas,232630,613922,55.390625,-4.643957,
5910226,5910226P,Primary,Local Authority,Minnigaff School,McGregor Drive,Minnigaff,NEWTON STEWART,DG8 6PE,Dumfries and Galloway,S12000006,S01007518,137010500,gw08officeminnigaff@ea.dumgal.sch.uk,01671 402477,http://www.dumgal.gov.uk/article/15498/Minnigaff-Primary-School,Non-denominational,4.1,52,0%,0%,39,N,N,N,4,4,Remote Small Towns,Remote Small Towns,4,4,Remote Small Towns,Remote Small Towns,241731,565763,54.961307,-4.473498,
5222133,5222133S,Secondary,Local Authority,Mintlaw Academy,Station Road,Mintlaw,PETERHEAD ABERDEENSHIRE,AB42 5FN,Aberdeenshire,S12000034,S01007059,151100479,mintlaw.aca@aberdeenshire.gov.uk,01771 676670,http://mintlawacademy.aberdeenshire.sch.uk/,Non-denominational,73.4,880,0 - <5%,0 - <5%,59,N,N,N,6,5,Accessible Rural Areas,Accessible Rural Areas,6,5,Accessible Rural Areas,Accessible Rural Areas,399304,848269,57.524568,-2.013271,UPRN is a Parent UPRN in SAD 2024 Q1.
5220122,5220122P,Primary,Local Authority,Mintlaw Primary School,Longside Road,Mintlaw,ABERDEENSHIRE,AB42 5EJ,Aberdeenshire,S12000034,S01007058,151086139,mintlaw.sch@aberdeenshire.gov.uk,01771 676620,http://www.mintlaw-pri.aberdeenshire.sch.uk/,Non-denominational,12.9,167,0 - <5%,0%,40,N,N,N,6,5,Accessible Rural Areas,Accessible Rural Areas,6,5,Accessible Rural Areas,Accessible Rural Areas,400204,848249,57.524389,-1.998253,
5948738,5948738P,Primary,Local Authority,Moffat Academy,Jeff Brown Drive,Moffat,,DG10 9QL,Dumfries and Galloway,S12000006,S01007643,137103678,gw08officemoffat@ea.dumgal.sch.uk,01683 222000,http://www.moffat.dumgal.sch.uk/,Non-denominational,10.9,176,0 - <5%,0%,74,N,N,N,7,6,Remote Rural Areas,Remote Rural Areas,7,6,Remote Rural Areas,Remote Rural Areas,308874,604829,55.329045,-3.437877,
5948738,5948738S,Secondary,Local Authority,Moffat Academy,Jeff Brown Drive,Moffat,,DG10 9QL,Dumfries and Galloway,S12000006,S01007643,137103678,gw08officemoffat@ea.dumgal.sch.uk,01683 222000,http://www.moffat.dumgal.sch.uk/,Non-denominational,23.3,254,*,0%,74,N,N,N,7,6,Remote Rural Areas,Remote Rural Areas,7,6,Remote Rural Areas,Remote Rural Areas,308874,604829,55.329045,-3.437877,
5340020,5340020P,Primary,Local Authority,Moncreiffe Primary School,Gleneagles Road,Perth,,PH2 0AW,Perth and Kinross,S12000048,S01011888,124016124,Moncreiffe@pkc.gov.uk,01738 472333,http://www.moncreiffeprimary.org.uk/,Non-denominational,11.3,164,5 - <10%,0 - <5%,30,N,N,N,2,2,Other Urban Areas,Other Urban Areas,2,2,Other Urban Areas,Other Urban Areas,311225,721703,56.379242,-3.439130,
5938023,5938023P,Primary,Local Authority,Moniaive School,Chapel Street,Moniaive,THORNHILL,DG3 4EJ,Dumfries and Galloway,S12000006,S01007563,137017453,gw08officemoniaive@ea.dumgal.sch.uk,01848 200328,https://blogs.glowscotland.org.uk/dg/MoniaivePrimary/,Non-denominational,3.8,49,*,0%,60,N,N,N,7,6,Remote Rural Areas,Remote Rural Areas,7,6,Remote Rural Areas,Remote Rural Areas,277861,590770,55.196058,-3.920330,
5339537,5339537S,Secondary,Local Authority,Monifieth High School,Panmurefield Road,Monifieth,,DD5 4QT,Angus,S12000041,S01007145,117096654,MonifiethHigh@angusschools.org.uk,01382 768100,http://www.monifiethhighschool.com/,Non-denominational,81.0,1035,5 - <10%,0 - <5%,72,N,N,N,1,1,Large Urban Areas,Large Urban Areas,1,1,Large Urban Areas,Large Urban Areas,348362,732199,56.479049,-2.839951,
5305624,5305624P,Primary,Local Authority,Monikie Primary School,Craigton Road,Monikie,ANGUS,DD5 3QN,Angus,S12000041,S01007140,117083574,Monikie@angusschools.org.uk,01382 768115,https://blogs.glowscotland.org.uk/an/monikieprimaryschool/,Non-denominational,5.9,76,*,*,66,N,N,N,6,5,Accessible Rural Areas,Accessible Rural Areas,6,5,Accessible Rural Areas,Accessible Rural Areas,351159,738320,56.534333,-2.795699,
8234221,8234221P,Primary,Local Authority,Monkton Primary School,Station Road,Monkton,PRESTWICK,KA9 2RH,South Ayrshire,S12000028,S01012532,141068904,monkton.mail@south-ayrshire.gov.uk,01292 473456,http://www.monkton.sayr.sch.uk,Non-denominational,11.4,165,0 - <5%,*,64,N,N,N,2,2,Other Urban Areas,Other Urban Areas,2,2,Other Urban Areas,Other Urban Areas,235647,627847,55.516636,-4.604610,
5218020,5218020P,Primary,Local Authority,Monquhitter School,Thornhill Road,Cuminestown,BY TURRIFF ABERDEENSHIRE,AB53 5WH,Aberdeenshire,S12000034,S01007042,151086142,monquhitter.sch@aberdeenshire.gov.uk,01888 530840,http://www.monquhitter.aberdeenshire.sch.uk/,Non-denominational,8.7,122,0%,0%,48,N,N,N,7,6,Remote Rural Areas,Remote Rural Areas,7,6,Remote Rural Areas,Remote Rural Areas,380377,850222,57.541688,-2.329439,
5308038,5308038S,Secondary,Local Authority,Montrose Academy,Academy Square,Montrose,,DD10 8HU,Angus,S12000041,S01007211,117097634,MontroseAcademy@angusschools.org.uk,01674 907500,http://www.montroseacademy.co.uk/,Non-denominational,76.4,859,0 - <5%,*,22,N,Y,Y,2,2,Other Urban Areas,Other Urban Areas,2,2,Other Urban Areas,Other Urban Areas,371686,757616,56.709366,-2.464099,
5228220,5228220P,Primary,Local Authority,Monymusk School,Monymusk,Inverurie,ABERDEENSHIRE,AB51 7HJ,Aberdeenshire,S12000034,S01006886,151102691,monymusk.sch@aberdeenshire.gov.uk,01467 536980,http://www.monymusk.aberdeenshire.sch.uk/,Non-denominational,4.4,64,*,0%,68,N,N,N,6,5,Accessible Rural Areas,Accessible Rural Areas,6,5,Accessible Rural Areas,Accessible Rural Areas,368350,815446,57.228629,-2.525857,
5540720,5540720P,Primary,Local Authority,Moorfoot Primary School,41 Borthwick Castle Road,North Middleton,GOREBRIDGE,EH23 4QS,Midlothian,S12000019,S01011020,120038646,moorfoot.ps@midlothian.gov.uk,0131 271 4640,http://moorfoot.mgfl.net/,Non-denominational,5.3,78,*,*,87,N,N,N,6,5,Accessible Rural Areas,Accessible Rural Areas,6,5,Accessible Rural Areas,Accessible Rural Areas,336034,659187,55.821673,-3.022493,
8641420,8641420P,Primary,Local Authority,Moorfoot Primary School,Moorfoot Drive,GREENOCK,,PA19 1ES,Inverclyde,S12000018,S01010837,119000949,INMoorfoot@glowscotland.onmicrosoft.com,01475 715701,http://moorfoot.inverclyde.sch.uk/,Non-denominational,20.6,252,0 - <5%,15 - <20%,56,N,N,N,2,2,Other Urban Areas,Other Urban Areas,2,2,Other Urban Areas,Other Urban Areas,223083,676542,55.949246,-4.834852,
8211523,8211523P,Primary,Local Authority,Moorpark Primary School,Milton Road,,KILBIRNIE,KA25 7EP,North Ayrshire,S12000021,S01011339,126061150,moorpark@ea.n-ayrshire.sch.uk,01505 685386,https://blogs.glowscotland.org.uk/na/moorparkprimaryschool/,Non-denominational,12.2,151,5 - <10%,60 - <65%,20,N,Y,Y,3,3,Accessible Small Towns,Accessible Small Towns,3,3,Accessible Small Towns,Accessible Small Towns,231251,655049,55.759279,-4.690848,
5759323,5759323P,Primary,Local Authority,Moray Primary School,Moray Place,Grangemouth,,FK3 9DL,Falkirk,S12000014,S01009237,10091787453,morayprimaryschool@falkirk.gov.uk,01324 501300,http://www.moray.falkirk.sch.uk,Non-denominational,19.8,294,0 - <5%,10 - <15%,98,N,N,N,2,2,Other Urban Areas,Other Urban Areas,2,2,Other Urban Areas,Other Urban Areas,293314,681316,56.012853,-3.712779,
5631726,5631726P,Primary,Local Authority,Morebattle Primary School,Main Street,Morebattle,KELSO,TD5 8QG,Scottish Borders,S12000026,S01012329,116019352,morebattleps@scotborders.gov.uk,01573 440236,https://www.scotborders.gov.uk/directory_record/20133/morebattle_primary_school,Non-denominational,4.2,51,*,0%,48,N,N,N,7,6,Remote Rural Areas,Remote Rural Areas,7,6,Remote Rural Areas,Remote Rural Areas,376928,624955,55.517798,-2.366951,
5330432,5330432S,Secondary,Local Authority,Morgan Academy,Forfar Road,Dundee,,DD4 7AX,Dundee City,S12000042,S01007730,9059035421,morganacademy@dundeeschools.scot,01382 307000,http://morgan.ea.dundeecity.sch.uk/,Non-denominational,75.0,942,>20%,*,29,N,N,N,1,1,Large Urban Areas,Large Urban Areas,1,1,Large Urban Areas,Large Urban Areas,341328,731809,56.474721,-2.954044,
8512329,8512329P,Primary,Local Authority,Morningside Primary School,School Road,Morningside,WISHAW,ML2 9QW,North Lanarkshire,S12000050,S01011426,118048479,ht@morningside.n-lanark.sch.uk,01698 274938,http://www.northlanarkshire.gov.uk/index.aspx?articleid=5815,Non-denominational,11.4,191,*,20 - <25%,78,N,N,N,6,5,Accessible Rural Areas,Accessible Rural Areas,6,5,Accessible Rural Areas,Accessible Rural Areas,282854,655557,55.779094,-3.869294,
5207827,5207827P,Primary,Local Authority,Mortlach Primary School,York Street,Dufftown Keith,MORAY,AB55 4AU,Moray,S12000020,S01011048,133038804,admin.mortlachp2@moray-edunet.gov.uk,01340 820268,https://blogs.glowscotland.org.uk/my/MortlachPrimarySchool/,Non-denominational,8.4,125,*,0%,51,N,N,N,6,5,Accessible Rural Areas,Accessible Rural Areas,6,5,Accessible Rural Areas,Accessible Rural Areas,332191,840053,57.445688,-3.131425,
6104428,6104428P,Primary,Local Authority,Mossbank Primary School,Mossbank,Shetland,,ZE2 9RB,Shetland Islands,S12000027,S01012411,30100004557,mossbank@shetland.gov.uk,01595 807280,http://www.mossbank.shetland.sch.uk/,Non-denominational,3.2,45,0%,0%,50,N,N,N,8,6,Very Remote Rural Areas,Remote Rural Areas,8,6,Very Remote Rural Areas,Remote Rural Areas,445142,1175051,60.456718,-1.181190,
8512124,8512124P,Primary,Local Authority,Mossend Primary School,Calder Road,Mossend,BELLSHILL,ML4 2RH,North Lanarkshire,S12000050,S01011507,118070773,ht@mossend.n-lanark.sch.uk,01698 274905,http://www.mossend.n-lanark.sch.uk/,Non-denominational,21.5,325,5 - <10%,35 - <40%,32,N,N,N,1,1,Large Urban Areas,Large Urban Areas,1,1,Large Urban Areas,Large Urban Areas,274444,659984,55.816734,-4.005333,
8324727,8324727P,Primary,Local Authority,Mosshead Primary School,Stockiemuir Avenue,Bearsden,,G61 3LZ,East Dunbartonshire,S12000045,S01008050,132039659,office@mosshead.e-dunbarton.sch.uk,0141 955 2245,http://www.mosshead.e-dunbarton.sch.uk,Non-denominational,21.6,370,10 - <20%,0%,88,N,N,N,1,1,Large Urban Areas,Large Urban Areas,1,1,Large Urban Areas,Large Urban Areas,254462,673306,55.930719,-4.331109,
8533229,8533229P,Primary,Local Authority,Mossneuk Primary School,Mossneuk Drive,East Kilbride,,G75 8XQ,South Lanarkshire,S12000029,S01012953,484176646,office@mossneuk-pri.s-lanark.sch.uk,01355 239777,http://www.mossneukprimaryschool.org.uk/,Non-denominational,25.4,497,5 - <10%,0%,82,N,N,N,2,2,Other Urban Areas,Other Urban Areas,2,2,Other Urban Areas,Other Urban Areas,260657,653315,55.753075,-4.221771,
8416923,8416923P,Primary,Local Authority,Mosspark Primary School & Nursery Class,20 Mosspark Square,Mosspark,GLASGOW,G52 1LZ,Glasgow City,S12000049,S01009858,906700300210,headteacher@mosspark-pri.glasgow.sch.uk,0141 882 3602,https://blogs.glowscotland.org.uk/gc/mossparkprimary/,Non-denominational,14.5,287,>20%,25 - <30%,40,N,N,N,1,1,Large Urban Areas,Large Urban Areas,1,1,Large Urban Areas,Large Urban Areas,254326,663110,55.839145,-4.327796,
5202329,5202329P,Primary,Local Authority,Mosstodloch Primary School,Garmouth Road,Mosstodloch,MORAY,IV32 7JB,Moray,S12000020,S01011086,133001441,admin.mosstodlochp@moray-edunet.gov.uk,01343 820476,https://blogs.glowscotland.org.uk/my/mosstodloch/,Non-denominational,10.4,179,*,0%,66,N,N,N,6,5,Accessible Rural Areas,Accessible Rural Areas,6,5,Accessible Rural Areas,Accessible Rural Areas,332823,860049,57.625360,-3.126423,
5202426,5202426P,Primary,Local Authority,Mosstowie Primary School,Miltonbrae,Miltonduff,MORAY,IV30 8TY,Moray,S12000020,S01011095,133056543,admin.mosstowiep@moray-edunet.gov.uk,01343 547119,http://www.moray.gov.uk/moray_schools/page_2221.html,Non-denominational,3.8,56,*,0%,74,N,N,N,6,5,Accessible Rural Areas,Accessible Rural Areas,6,5,Accessible Rural Areas,Accessible Rural Areas,317552,860309,57.625160,-3.382120,
8625425,8625425P,Primary,Local Authority,Mossvale Primary School,Gockston Road,,PAISLEY,PA3 2QB,Renfrewshire,S12000038,S01012157,123110946,mossvaleenquiries@renfrewshire.gov.uk,0300 300 1449,http://www.mossvale.renfrewshire.sch.uk/,Non-denominational,14.4,207,10 - <20%,50 - <55%,33,N,N,N,1,1,Large Urban Areas,Large Urban Areas,1,1,Large Urban Areas,Large Urban Areas,247827,665346,55.857211,-4.432728,
8531625,8531625P,Primary,Local Authority,Mount Cameron Primary School,Blacklaw Drive,St Leonard's,EAST KILBRIDE,G74 2EX,South Lanarkshire,S12000029,S01012923,484157179,office@mountcameron-pri.s-lanark.sch.uk,01355 232062,http://www.mountcameron-pri.s-lanark.sch.uk/,Non-denominational,11.7,167,5 - <10%,5 - <10%,60,N,N,N,2,2,Other Urban Areas,Other Urban Areas,2,2,Other Urban Areas,Other Urban Areas,264826,653491,55.755838,-4.155486,
8534527,8534527P,Primary,Local Authority,Mount Cameron Primary School Gaelic Unit,Blacklaw Drive,St Leonard's,EAST KILBRIDE,G74 2EX,South Lanarkshire,S12000029,S01012923,484157179,office@mountcameron-ps.s-lanark.sch.uk,01355 232062,http://www.mountcameron-pri.s-lanark.sch.uk/,Non-denominational,4.0,66,*,*,60,N,N,N,2,2,Other Urban Areas,Other Urban Areas,2,2,Other Urban Areas,Other Urban Areas,264826,653491,55.755838,-4.155486,
8222320,8222320P,Primary,Local Authority,Mount Carmel Primary School,Meiklewood Road,Kilmarnock,,KA3 2EL,East Ayrshire,S12000008,S01008000,127047792,andrea.fergusson@eastayrshire.org.uk,01563 525897,https://blogs.glowscotland.org.uk/ea/mountcarmelps2017/,Roman Catholic,13.4,171,5 - <10%,60 - <65%,12,Y,N,Y,2,2,Other Urban Areas,Other Urban Areas,2,2,Other Urban Areas,Other Urban Areas,242915,640079,55.628831,-4.496583,
8417024,8417024P,Primary,Local Authority,Mount Florida Primary School & Nursery Class,1127 Cathcart Road,,GLASGOW,G42 9HF,Glasgow City,S12000049,S01010013,906700253806,headteacher@mountflorida-pri.glasgow.sch.uk,0141 632 4455,https://blogs.glowscotland.org.uk/gc/mountfloridaprimaryschool/,Non-denominational,12.5,216,>20%,20 - <25%,30,N,N,N,1,1,Large Urban Areas,Large Urban Areas,1,1,Large Urban Areas,Large Urban Areas,258681,661310,55.824281,-4.257377,
5101425,5101425P,Primary,Local Authority,Mount Pleasant Primary School,Castletown Road,Thurso,,KW14 8HL,Highland,S12000017,S01010794,130071729,mountpleasant.primary@highland.gov.uk,01847 893419,http://mount-pleasant-primary.co.uk,Non-denominational,11.6,185,0 - <5%,0%,49,N,N,N,5,4,Very Remote Small Towns,Remote Small Towns,8,6,Very Remote Rural Areas,Remote Rural Areas,312228,968353,58.594238,-3.511766,
8456526,8456526P,Primary,Local Authority,Mount Vernon Primary School,80 Criffel Road,,GLASGOW,G32 9JG,Glasgow City,S12000049,S01010082,906700370528,headteacher@mountvernon-pri.glasgow.sch.uk,0141 778 9616,http://www.mountvernon-pri.glasgow.sch.uk/,Non-denominational,15.8,307,5 - <10%,10 - <15%,52,N,N,N,1,1,Large Urban Areas,Large Urban Areas,1,1,Large Urban Areas,Large Urban Areas,265858,663099,55.842393,-4.143791,
5404827,5404827P,Primary,Local Authority,Mountfleurie Primary School,Christie Avenue,Leven,,KY8 4AZ,Fife,S12000047,S01009644,320180827,mountfleurieps.enquiries@fife.gov.uk,01333 659429,http://www.fifedirect.org.uk/atoz/index.cfm?fuseaction=facility.display&FacId=ADD817CF-2B55-4491-96E1B821550C98A9,Non-denominational,18.0,293,5 - <10%,10 - <15%,32,N,N,N,2,2,Other Urban Areas,Other Urban Areas,2,2,Other Urban Areas,Other Urban Areas,337061,701175,56.198994,-3.015959,
5136628,5136628P,Primary,Local Authority,Muck Primary School,Isle Of Muck,,,PH41 2RP,Highland,S12000017,S01010504,130111993,muck.primary@highland.gov.uk,01687 462367,http://muckprimaryschool.wordpress.com/,Non-denominational,1.8,4,*,*,58,N,N,N,8,6,Very Remote Rural Areas,Remote Rural Areas,8,6,Very Remote Rural Areas,Remote Rural Areas,142275,779529,56.835496,-6.226928,
5718023,5718023P,Primary,Local Authority,Muckhart Primary School,Muckhart,Dollar,,FK14 7JN,Clackmannanshire,S12000005,S01007447,35014716,muckhart@edu.clacks.gov.uk,01259 781356,https://blogs.glowscotland.org.uk/cl/muckhartprimaryschool/,Non-denominational,3.5,40,*,*,83,N,N,N,6,5,Accessible Rural Areas,Accessible Rural Areas,6,5,Accessible Rural Areas,Accessible Rural Areas,299580,699897,56.181080,-3.619314,
8513023,8513023P,Primary,Local Authority,Muir Street Primary School,Parkneuk Street,Motherwell,,ML1 1BY,North Lanarkshire,S12000050,S01011493,118065316,ht@muirstreet.n-lanark.sch.uk,01698 274980,http://www.northlanarkshire.gov.uk/index.aspx?articleid=5817,Non-denominational,16.8,252,10 - <20%,70 - <75%,94,N,N,N,1,1,Large Urban Areas,Large Urban Areas,1,1,Large Urban Areas,Large Urban Areas,274914,657659,55.795979,-3.996770,
8523827,8523827P,Primary,Local Authority,Muiredge Primary School,Watson Street,,UDDINGSTON,G71 7JL,South Lanarkshire,S12000029,S01012810,484057247,gw14muiredgepsoffice@glow.sch.uk,01698 813852,http://www.muiredge-pri.s-lanark.sch.uk/,Non-denominational,19.0,347,0 - <5%,10 - <15%,18,N,Y,Y,2,2,Other Urban Areas,Other Urban Areas,2,2,Other Urban Areas,Other Urban Areas,270022,660568,55.820807,-4.076131,
5300827,5300827P,Primary,Local Authority,Muirfield Primary School,School Road,Arbroath,,DD11 2LU,Angus,S12000041,S01007179,117079294,Muirfield@angusschools.org.uk,01241 465422,http://www.muirfield.angus.sch.uk/,Non-denominational,13.5,239,*,20 - <25%,73,N,N,N,2,2,Other Urban Areas,Other Urban Areas,2,2,Other Urban Areas,Other Urban Areas,362322,740812,56.557755,-2.614580,
5241022,5241022P,Primary,Local Authority,Muirfield School,Mastrick Drive,Aberdeen,,AB16 6UE,Aberdeen City,S12000033,S01006703,9051024494,muirfield@aberdeencity.gov.uk,01224 694958,http://www.muirfield.aberdeen.sch.uk/,Non-denominational,12.4,170,5 - <10%,35 - <40%,28,N,N,N,1,1,Large Urban Areas,Large Urban Areas,1,1,Large Urban Areas,Large Urban Areas,390567,807054,57.154246,-2.157564,
8235325,8235325P,Primary,Local Authority,Muirhead Primary School,Buchan Road,Troon,,KA10 7BT,South Ayrshire,S12000028,S01012549,141016433,muirhead.mail@south-ayrshire.gov.uk,01292 690033,http://www.muirhead.sayr.sch.uk,Non-denominational,9.7,129,*,30 - <35%,17,N,Y,Y,2,2,Other Urban Areas,Other Urban Areas,2,2,Other Urban Areas,Other Urban Areas,233429,631669,55.550189,-4.641998,
8513120,8513120P,Primary,Local Authority,Muirhouse Primary School,66 Barons Road,Motherwell,,ML1 2NB,North Lanarkshire,S12000050,S01011369,118076760,ht@muirhouse.n-lanark.sch.uk,01698 274995,http://www.northlanarkshire.gov.uk/index.aspx?articleid=5819,Non-denominational,16.0,266,5 - <10%,30 - <35%,28,N,N,N,1,1,Large Urban Areas,Large Urban Areas,1,1,Large Urban Areas,Large Urban Areas,276986,654946,55.772150,-3.962516,
8243921,8243921P,Primary,Local Authority,Muirkirk Primary School,Burns Avenue,Muirkirk,,KA18 3RH,East Ayrshire,S12000008,S01007903,127046241,anne.mclean@eastayrshire.org.uk,01290 661350,https://blogs.glowscotland.org.uk/ea/muirkirkps/,Non-denominational,8.2,103,*,90 - <95%,18,N,Y,Y,7,6,Remote Rural Areas,Remote Rural Areas,7,6,Remote Rural Areas,Remote Rural Areas,269603,627332,55.522269,-4.067011,
5143322,5143322P,Primary,Local Authority,Muirtown Primary School,King Brude Road,Inverness,,IV3 8LU,Highland,S12000017,S01010649,130052847,muirtown.primary@highland.gov.uk,01463 239537,http://www.muirtownps.wordpress.com,Non-denominational,10.2,179,0 - <5%,10 - <15%,63,N,N,N,2,2,Other Urban Areas,Other Urban Areas,2,2,Other Urban Areas,Other Urban Areas,265021,845839,57.482615,-4.253006,
5116627,5116627P,Primary,Local Authority,Mulbuie Primary School,Muir Of Ord,,,IV6 7RB,Highland,S12000017,S01010707,130164600,mulbuie.primary@highland.gov.uk,01349 861289,http://www.mulbuieprimaryschool.co.uk,Non-denominational,2.7,40,*,0%,45,N,N,N,6,5,Accessible Rural Areas,Accessible Rural Areas,6,5,Accessible Rural Areas,Accessible Rural Areas,255022,852179,57.536424,-4.423389,
5116724,5116724P,Primary,Local Authority,Munlochy Primary School,56 Millbank Road,Munlochy,,IV8 8NL,Highland,S12000017,S01010724,130011905,munlochy.primary@highland.gov.uk,01463 811489,http://munlochyprimary.wordpress.com/,Non-denominational,3.9,68,5 - <10%,0%,61,N,N,N,6,5,Accessible Rural Areas,Accessible Rural Areas,6,5,Accessible Rural Areas,Accessible Rural Areas,264577,853147,57.548075,-4.264468,
8531722,8531722P,Primary,Local Authority,Murray Primary School,Napier Hill,Murray,EAST KILBRIDE,G75 0JP,South Lanarkshire,S12000029,S01012991,484173349,office@murray-pri.s-lanark.sch.uk,01355 222566,http://www.murray-pri.s-lanark.sch.uk,Non-denominational,15.6,200,10 - <20%,5 - <10%,38,N,N,N,2,2,Other Urban Areas,Other Urban Areas,2,2,Other Urban Areas,Other Urban Areas,263419,653457,55.755138,-4.177871,
5527023,5527023P,Primary,Local Authority,Murrayburn Primary School,1 Sighthill Loan,Edinburgh,,EH11 4NP,City of Edinburgh,S12000036,S01008466,906223174,admin@murrayburn.edin.sch.uk,0131 453 5339,http://murrayburn-edin.j2webby.com/,Non-denominational,20.5,331,>20%,15 - <20%,53,N,N,N,1,1,Large Urban Areas,Large Urban Areas,1,1,Large Urban Areas,Large Urban Areas,319969,670655,55.922286,-3.282217,
