School Number,School Name,LA Code,Local Authority,Sector,Governance - see notes,WM Code,Welsh Medium Type - see notes,School Type,Religious Character,Address 1,Address 2,Address 3,Address 4,Postcode,Phone Number,Pupils - see notes,fsm_3yr_pct,pupil_teacher_ratio,attendance_pct,school_budget_per_pupil,capped9_points,literacy_points,numeracy_points,science_points,welsh_bacc_points,estyn_report_url,latitude,longitude
6693307,PENBOYR,669,Carmarthenshire,Primary,Voluntary aided,WM,Welsh medium,Infants & Juniors,Church in Wales,Felindre,Llandysul,Sir Gaerfyrddin,,SA44 5XG,01559370574,79,,,,,,,,,,,52.018211,-4.3995656
6693321,PENTIP,669,Carmarthenshire,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",Church in Wales,Pembrey Road,Llanelli,,,SA15 3BL,01554758602,112,,,,,,,,,,,51.6843961,-4.1662126
6693322,MODEL,669,Carmarthenshire,Primary,Voluntary aided,EW,English with significant Welsh,"Nursery, Infants & Juniors",Church in Wales,College Road,Carmarthen,Carmarthenshire,,SA31 3EQ,01267234386,459,,,,,,,,,,,51.8590809,-4.3260183
6694029,Ysgol Dyffryn Aman,669,Carmarthenshire,Secondary,Community,BB,Bilingual (Type B),Secondary (ages 11-19),---,Margaret Street,Ammanford,Carmarthenshire,,SA18 2NW,01269592441,1543,,,,,,,,,,,51.79392259999999,-3.986282299999999
6694050,Coedcae School,669,Carmarthenshire,Secondary,Community,EM,English medium,Secondary (ages 11-16),---,Trostre Road,Llanelli,Carmarthenshire,,SA15 1LJ,01554750574,905,,,,,,,,,,,51.679055,-4.145848
6694052,Ysgol Gyfun Y Strade,669,Carmarthenshire,Secondary,Community,AB,Bilingual (Type A),Secondary (ages 11-19),---,Heol Sandy,Llanelli,Carmarthenshire,,SA15 4DL,01554745100,1249,,,,,,,,,,,51.6866846,-4.181422299999999
6694053,Glan-y-Mor School,669,Carmarthenshire,Secondary,Community,EM,English medium,Secondary (ages 11-16),---,Heol Elfed,Burry Port,Carmarthenshire,,SA16 0AL,01554832507,601,,,,,,,,,,,51.6863074,-4.2539818
6694054,Bryngwyn School,669,Carmarthenshire,Secondary,Community,EM,English medium,Secondary (ages 11-16),---,Dafen,Llanelli,Carmarthenshire,,SA14 8RP,01554750661,1057,,,,,,,,,,,51.693691,-4.137628
6694056,Ysgol Gyfun Gymraeg Bro Myrddin,669,Carmarthenshire,Secondary,Community,WM,Welsh medium,Secondary (ages 11-19),---,Croesyceiliog,Caerfyrddin,Sir Gaerfyrddin,,SA32 8DN,01267234829,934,,,,,,,,,,,51.8353267,-4.3085772
6694060,Ysgol Gyfun Emlyn,669,Carmarthenshire,Secondary,Community,EW,English with significant Welsh,Secondary (ages 11-19),---,Newcastle Emlyn,,Carmarthenshire,,SA38 9LN,01239710447,522,,,,,,,,,,,52.0345106,-4.470629199999999
6694063,Queen Elizabeth High School,669,Carmarthenshire,Secondary,Community,EW,English with significant Welsh,Secondary (ages 11-19),---,Llansteffan Road,Johnstown,Carmarthen,Carmarthenshire,SA31 3NL,01267245300,1316,,,,,,,,,,,51.8462227,-4.3206201
6694064,Ysgol Maes Y Gwendraeth,669,Carmarthenshire,Secondary,Community,AB,Bilingual (Type A),Secondary (ages 11-19),---,Cefneithin Campus,74 Parc Y Heol,Cefneithin,Llanelli,SA14 7DT,01269833900,1110,,,,,,,,,,,51.8027968,-4.0900693
6694065,Ysgol Bro Dinefwr,669,Carmarthenshire,Secondary,Community,BB,Bilingual (Type B),Secondary (ages 11-19),---,Ffairfach,Llandeilo,Carmarthenshire,,SA19 6PE,01558824800,1138,,,,,,,,,,,51.8746922,-4.0000792
6694512,Dyffryn Taf,669,Carmarthenshire,Secondary,Voluntary controlled,EM,English medium,Secondary (ages 11-19),---,North Road,Whitland,Carmarthenshire,,SA34 0BD,01994242100,910,,,,,,,,,,,51.8221481,-4.6165619
6694600,St John Lloyd Catholic Comprehensive School,669,Carmarthenshire,Secondary,Voluntary aided,EM,English medium,Secondary (ages 11-16),Roman Catholic,Havard Road,Llanelli,Carmarthenshire,,SA14 8SD,01554772589,458,,,,,,,,,,,51.6867203,-4.1349623
6697000,HEOL GOFFA,669,Carmarthenshire,Special,Not Applicable,0 ,Not available,Special (with post-16 provision),---,Heol Goffa,Llanelli,Carmarthenshire,,SA15 3LS,01554759465,123,,,,,,,,,,,51.689342,-4.1513909
6702006,BRYNMILL SCHOOL,670,Swansea,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Trafalgar Place,Brynmill,Swansea,,SA2 0BU,01792463019,328,,,,,,,,,,,51.6127156,-3.9718244
6702008,Cadle Primary School,670,Swansea,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Middle Road,Fforestfach,Swansea,,SA5 5DU,01792584498,308,,,,,,,,,,,51.6488226,-3.9835279
6702014,Cwmrhydyceirw Primary School,670,Swansea,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Maes y Gwernen Road,Morriston,Swansea,,SA6 6LL,01792771524,547,,,,,,,,,,,51.67910639999999,-3.9288768
6702017,DANYGRAIG PRIMARY SCHOOL,670,Swansea,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Ysgol Street,Port Tennant,Swansea,,SA1 8LE,01792650946,246,,,,,,,,,,,51.6217094,-3.9156738
6702021,GENDROS PRIMARY SCHOOL,670,Swansea,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Armine Road,Fforestfach,Swansea,,SA5 8DB,01792586570,303,,,,,,,,,,,51.64063729999999,-3.9735501
6702023,GLAIS PRIMARY SCHOOL,670,Swansea,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,School Road,Glais,Swansea,,SA7 9EY,01792842627,113,,,,,,,,,,,51.6882048,-3.8790964
6702027,GRANGE PRIMARY SCHOOL,670,Swansea,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,West Cross Avenue,West Cross,Swansea,,SA3 5TS,01792404766,135,,,,,,,,,,,51.5832455,-4.004864
6702032,HAFOD PRIMARY SCHOOL,670,Swansea,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Odo Street,Hafod,Swansea,,SA1 2LT,01792461356,238,,,,,,,,,,,51.63400499999999,-3.9409802
6702036,Ysgol Gymraeg  Lon Las,670,Swansea,Primary,Community,WM,Welsh medium,"Nursery, Infants & Juniors",---,Walters Road,Llansamlet,Abertawe,,SA7 9RW,01792771160,481,,,,,,,,,,,51.6647614,-3.8992692
6702040,MORRISTON PRIMARY SCHOOL,670,Swansea,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Neath Road,Morriston,Swansea,,SA6 8EF,01792781811,203,,,,,,,,,,,51.6630017,-3.9218615
6702042,OYSTERMOUTH PRIMARY SCHOOL,670,Swansea,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Newton Road,Mumbles,Swansea,,SA3 4BE,01792369233,223,,,,,,,,,,,51.5755641,-4.0040711
6702048,PENTRECHWYTH PRIMARY SCHOOL,670,Swansea,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Bonymaen Road,Pentrechwyth,Swansea,,SA1 7AP,01792653186,142,,,,,,,,,,,51.6393391,-3.9207811
6702051,PLASMARL PRIMARY SCHOOL,670,Swansea,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Britannia Road,Plasmarl,Swansea,,SA6 8LH,01792798210,226,,,,,,,,,,,51.6488141,-3.9350438
6702054,SKETTY PRIMARY SCHOOL,670,Swansea,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Llwyn Mawr Road,Sketty,Swansea,,SA2 9HD,01792206655,478,,,,,,,,,,,51.6256731,-3.9944524
6702055,ST HELEN'S PRIMARY SCHOOL,670,Swansea,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Vincent Street,Swansea,,,SA1 3TY,01792655763,251,,,,,,,,,,,51.61567669999999,-3.9541733
6702059,TERRACE ROAD PRIMARY SCHOOL,670,Swansea,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Terrace Road,Mount Pleasant,Swansea,,SA1 6JD,01792654257,334,,,,,,,,,,,51.6233272,-3.954768899999999
6702063,TOWNHILL PRIMARY SCHOOL,670,Swansea,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Townhill Road,Townhill,Swansea,,SA1 6PT,01792516370,486,,,,,,,,,,,51.6275016,-3.9637744
6702065,WAUNARLWYDD PRIMARY SCHOOL,670,Swansea,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Brithwen Road,Waunarlwydd,Swansea,,SA5 4QS,01792872431,244,,,,,,,,,,,51.6399095,-4.025206499999999
6702067,WAUN WEN SCHOOL,670,Swansea,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Lion Street,Waun Wen,Swansea,,SA1 2BZ,01792651010,224,,,,,,,,,,,51.633121,-3.948249
6702069,CLWYD PRIMARY SCHOOL,670,Swansea,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Eppynt Road,Penlan,Swansea,,SA5 7AZ,01792588673,380,,,,,,,,,,,51.6451037,-3.9665558
6702071,YNYSTAWE PRIMARY SCHOOL,670,Swansea,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Clydach Road,Ynystawe,Swansea,,SA6 5AY,01792842628,199,,,,,,,,,,,51.6854334,-3.9074452
6702073,CLASE PRIMARY SCHOOL,670,Swansea,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Rheidol Avenue,Clase,Swansea,,SA6 7JX,01792781747,345,,,,,,,,,,,51.6639182,-3.9444536
6702075,PORTMEAD PRIMARY SCHOOL,670,Swansea,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Cheriton Crescent,Portmead,Swansea,,SA5 5LA,01792583549,228,,,,,,,,,,,51.6494384,-3.9724015
6702076,MAYALS PRIMARY,670,Swansea,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Fairwood Road,West Cross,Swansea,,SA3 5JP,01792402755,238,,,,,,,,,,,51.5912858,-4.0097935
6702077,CWMGLAS PRIMARY SCHOOL,670,Swansea,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Colwyn Avenue,Winchwen,Swansea,,SA1 7EN,01792771693,255,,,,,,,,,,,51.6465828,-3.9054879
6702082,BLAENYMAES PRIMARY SCHOOL,670,Swansea,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Broughton Avenue,Blaenymaes,Swansea,,SA5 5LW,01792583366,215,,,,,,,,,,,51.6558516,-3.9745589
6702084,Trallwn Primary School,670,Swansea,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Glanywern Road,Trallwn,Swansea,,SA7 9UJ,01792792478,223,,,,,,,,,,,51.6581579,-3.8936666
6702086,PARKLAND PRIMARY SCHOOL,670,Swansea,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Sketty Park Drive,Sketty,Swansea,,SA2 8NG,01792205462,612,,,,,,,,,,,51.61512159999999,-3.9979015
6702092,Newton Primary School,670,Swansea,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Slade Road,Newton,Swansea,,SA3 4UE,01792369826,209,,,,,,,,,,,51.5763423,-4.0150176
6702095,WHITESTONE PRIMARY,670,Swansea,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Off Rushwind Close,West Cross,Swansea,,SA3 5RF,01792404113,137,,,,,,,,,,,51.5833862,-4.018625
6702096,HENDREFOILAN PRIMARY,670,Swansea,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Dunvant Road,Dunvant,Swansea,,SA2 7LF,01792290223,232,,,,,,,,,,,51.6222225,-4.0149811
6702098,Y.G.G. BRYNYMOR,670,Swansea,Primary,Community,WM,Welsh medium,"Nursery, Infants & Juniors",---,Heol St Alban,Brynmill,Abertawe,,SA2 0BP,01792466354,293,,,,,,,,,,,51.6135836,-3.9692772
6702105,Bishopston Primary School,670,Swansea,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Bishopston Road,Bishopston,Swansea,,SA3 3EN,01792232754,295,,,,,,,,,,,51.5828801,-4.0499624
6702108,CASLLWCHWR PRIMARY SCHOOL,670,Swansea,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Castle Street,Loughor,Swansea,,SA4 6TU,01792892420,205,,,,,,,,,,,51.6633726,-4.0739879
6702109,CILA PRIMARY SCHOOL,670,Swansea,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,577 Gower Road,Upper Killay,Swansea,,SA2 7DR,01792 202775,113,,,,,,,,,,,51.61310659999999,-4.0306912
6702120,CRWYS PRIMARY SCHOOL,670,Swansea,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Chapel Road,Three Crosses,Swansea,,SA4 3PU,01792872473,136,,,,,,,,,,,51.6279743,-4.0644043
6702157,LLANGYFELACH PRIMARY SCHOOL,670,Swansea,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Pengors Road,Llangyfelach,Swansea,,SA5 7JE,01792771497,240,,,,,,,,,,,51.67295679999999,-3.9557064
6702159,LLANRHIDIAN PRIMARY,670,Swansea,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Llanrhidian,Gower,Swansea,,SA3 1EH,01792390181,158,,,,,,,,,,,51.6063027,-4.1736208
6702167,PENCLAWDD PRIMARY SCHOOL,670,Swansea,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Park Road,Penclawdd,Swansea,,SA4 3FH,01792850239,141,,,,,,,,,,,51.6411957,-4.1111243
6702172,PENGELLI PRIMARY,670,Swansea,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Station Road,Grovesend,Swansea,,SA4 4GY,01792892736,127,,,,,,,,,,,51.6895841,-4.0333673
6702174,PENLLERGAER PRIMARY SCHOOL,670,Swansea,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Pontardulais Road,Penllergaer,Swansea,,SA4 9DB,01792892354,359,,,,,,,,,,,51.67404730000001,-4.0015468
6702176,PENYRHEOL PRIMARY SCHOOL,670,Swansea,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Frampton Road,Gorseinon,Swansea,,SA4 4YG,01792892337,211,,,,,,,,,,,51.6760573,-4.0468873
6702186,PONTARDDULAIS PRIMARY SCHOOL,670,Swansea,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Upper James Street,Pontarddulais,Swansea,,SA4 8JD,01792882383,410,,,,,,,,,,,51.7124362,-4.0284962
6702189,Y.G.G. BRYNIAGO,670,Swansea,Primary,Community,WM,Welsh medium,"Nursery, Infants & Juniors",---,Lower James Street,Pontarddulais,Swansea,,SA4 8JA,01792 882012,190,,,,,,,,,,,51.712931,-4.032691000000001
6702192,PONTLLIW PRIMARY,670,Swansea,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Clordir Road,Pontlliw,Pontarddulais,,SA4 9FA,01792882553,219,,,,,,,,,,,51.6930732,-4.010580099999999
6702211,TRE UCHAF PRIMARY SCHOOL,670,Swansea,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Heol Cae Ty Newydd,Loughor,Swansea,,SA4 6QB,01792893682,207,,,,,,,,,,,51.6657831,-4.0598603
6702212,Y.G.G. PONTYBRENIN,670,Swansea,Primary,Community,WM,Welsh medium,"Nursery, Infants & Juniors",---,Loughor Road,Gorseinon,Swansea,,SA4 6AU,01792894210,570,,,,,,,,,,,51.662261,-4.0417349
6702215,CRAIGFELEN PRIMARY SCHOOL,670,Swansea,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Woodside Crescent,Clydach,Swansea,,SA6 5DP,01792843278,193,,,,,,,,,,,51.6969123,-3.904142499999999
6702216,PENNARD PRIMARY,670,Swansea,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Pennard Road,Pennard,Swansea,,SA3 2AD,01792233343,178,,,,,,,,,,,51.57579,-4.087565
6702217,KNELSTON PRIMARY,670,Swansea,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Reynoldston,Gower,Swansea,,SA3 1AR,01792390071,92,,,,,,,,,,,51.578038,-4.212098999999999
6702219,PEN-Y-FRO,670,Swansea,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Priors Crescent,Dunvant,Swansea,,SA2 7UF,01792203728,196,,,,,,,,,,,51.6251039,-4.043591999999999
6702223,PONTYBRENIN PRIMARY SCHOOL,670,Swansea,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Glyn Rhosyn,Gorseinon,Swansea,,SA4 6HX,01792891151,332,,,,,,,,,,,51.6642269,-4.043242
6702225,TALYCOPA PRIMARY SCHOOL,670,Swansea,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Heol Hafdy,Llansamlet,Swansea,,SA7 9RZ,01792793660,213,,,,,,,,,,,51.6573619,-3.885045
6702226,GLYNCOLLEN PRIMARY SCHOOL,670,Swansea,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Heol Dolfain,Ynysforgan,Swansea,,SA6 6QF,01792791727,191,,,,,,,,,,,51.6822465,-3.9191485
6702229,YSGOL GYMRAEG Y LOGIN FACH,670,Swansea,Primary,Community,WM,Welsh medium,"Nursery, Infants & Juniors",---,Roseland Road,Waunarlwydd,Abertawe,,SA5 4ST,01792874399,224,,,,,,,,,,,51.6404722,-4.0118241
6702231,Y.G.G. TIRDEUNAW,670,Swansea,Primary,Community,WM,Welsh medium,"Nursery, Infants & Juniors",---,Heol Ddu,Treboeth,Abertawe,,SA5 7HW,01792774612,373,,,,,,,,,,,51.6584417,-3.9541118
6702232,Y.G.G. Gellionnen,670,Swansea,Primary,Community,WM,Welsh medium,"Nursery, Infants & Juniors",---,Gellionnen Road,Clydach,Swansea,,SA6 5HE,01792845489,202,,,,,,,,,,,51.7018859,-3.8941168
6702233,GORS COMMUNITY SCHOOL,670,Swansea,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Gors Avenue,Cockett,Swansea,,SA1 6SF,01792522202,322,,,,,,,,,,,51.6318427,-3.9802624
6702234,SEA VIEW PRIMARY SCHOOL,670,Swansea,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Creidiol Road,Mayhill,Swansea,,SA1 6TZ,01792650703,235,,,,,,,,,,,51.6278795,-3.949361699999999
6702235,Y.G.G. Llwynderw,670,Swansea,Primary,Community,WM,Welsh medium,"Nursery, Infants & Juniors",---,West Cross Lane,West Cross,Swansea,,SA3 5LS,01792407130,334,,,,,,,,,,,51.5843234,-4.0058742
6702236,Birchgrove Primary,670,Swansea,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Heol Nant Bran,Birchgrove,Swansea,,SA7 9LH,01792814814,435,,,,,,,,,,,51.669693,-3.8747835
6702237,DUNVANT Primary SCHOOL,670,Swansea,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Dunvant Road,Dunvant,Swansea,,SA2 7SN,01792207336,347,,,,,,,,,,,51.6230801,-4.0221263
6702238,GWYROSYDD PRIMARY SCHOOL,670,Swansea,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Park Hill Terrace,Treboeth,Swansea,,SA5 7DN,01792797117,411,,,,,,,,,,,51.6502607,-3.950469399999999
6702239,St Thomas Community Primary School,670,Swansea,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Grenfell Park Road,St Thomas,Swansea,,SA1 8EZ,01792 650052,444,,,,,,,,,,,51.62375,-3.9267792
6702240,GOWERTON PRIMARY SCHOOL,670,Swansea,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Mount Street,Gowerton,Swansea,,SA4 3GE,01792872439,361,,,,,,,,,,,51.65130749999999,-4.0499619
6702241,Pentre'r Graig Primary School,670,Swansea,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,School Road,Morriston,Swansea,,SA6 6HY,01792771831,304,,,,,,,,,,,51.6686567,-3.924035999999999
6702242,YGG TANYLAN,670,Swansea,Primary,Community,WM,Welsh medium,"Nursery, Infants & Juniors",---,Tan-y-lan Terrace,Morriston,Swansea,,SA6 7DU,01792772800,212,,,,,,,,,,,51.6644864,-3.9318641
6702243,Burlais Primary School,670,Swansea,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Gerddi Alexander,Cwmbwrla,Swansea,,SA5 8BN,01792652350,481,,,,,,,,,,,51.6383562,-3.9567939
6702244,Clydach Primary School,670,Swansea,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Sybil Street,Clydach,Swansea,,SA6 5EU,01792843356,176,,,,,,,,,,,51.69695189999999,-3.8979774
6702245,Ysgol Gymraeg Y Cwm,670,Swansea,Primary,Community,WM,Welsh medium,"Nursery, Infants & Juniors",---,Jersey Road,Bonymaen,Swansea,,SA1 7DL,01792650326,127,,,,,,,,,,,51.6466389,-3.9120635
6702246,Gorseinon Primary School,670,Swansea,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,High Street,Gorseinon,Swansea,,SA4 4BN,01792987089,296,,,,,,,,,,,51.6692685,-4.0403476
6702247,Brynhyfryd Primary School,670,Swansea,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Llangyfelach Road,Brynhyfryd,Swansea,,SA5 9LN,01792483870,478,,,,,,,,,,,51.6431269,-3.9444466
6703303,ST. DAVID'S RC PRIMARY SCHOOL,670,Swansea,Primary,Voluntary aided,EM,English medium,"Nursery, Infants & Juniors",Roman Catholic,West Cross Avenue,West Cross,Swansea,,SA3 5TS,01792512212,201,,,,,,,,,,,51.582127,-4.004726499999999
6703305,ST ILLTYDS PRIMARY,670,Swansea,Primary,Voluntary aided,EM,English medium,"Nursery, Infants & Juniors",Roman Catholic,Jersey Road,Bonymaen,Swansea,,SA1 7DG,01792462104,205,,,,,,,,,,,51.64131769999999,-3.9152251
6703306,CHRISTCHURCH CHURCH IN WALES,670,Swansea,Primary,Voluntary aided,EM,English medium,"Nursery, Infants & Juniors",Church in Wales,Rodney Street,Swansea,,,SA1 3UA,01792510900,169,,,,,,,,,,,51.6141236,-3.9557245
6703308,ST JOSEPH'S R.C. PRIMARY,670,Swansea,Primary,Voluntary aided,EM,English medium,"Nursery, Infants & Juniors",Roman Catholic,Pontardawe Road,Clydach,Swansea,,SA6 5NX,01792842494,223,,,,,,,,,,,51.6985379,-3.8814631
6703309,St Josephs Cathedral Primary School,670,Swansea,Primary,Voluntary aided,EM,English medium,"Nursery, Infants & Juniors",Roman Catholic,Caepistyll Street,Greenhill,Swansea,,SA1 2BE,01792653609,505,,,,,,,,,,,51.6316164,-3.9435443
6704031,Cefn Hengoed,670,Swansea,Secondary,Community,EM,English medium,Secondary (ages 11-16),---,Caldicot Road,Winch Wen,Swansea,,SA1 7HX,01792773464,906,,,,,,,,,,,51.6459203,-3.9075902
6704032,OLCHFA SCHOOL,670,Swansea,Secondary,Community,EM,English medium,Secondary (ages 11-19),---,Gower Road,Sketty,Swansea,,SA2 7AB,01792534300,1840,,,,,,,,,,,51.6185377,-4.0052334
6704033,MORRISTON COMPREHENSIVE,670,Swansea,Secondary,Community,EM,English medium,Secondary (ages 11-19),---,Heol Maes Eglwys,Morriston,Swansea,,SA6 6NH,01792797745,1086,,,,,,,,,,,51.6814896,-3.926813
6704043,PENTREHAFOD SCHOOL,670,Swansea,Secondary,Community,EM,English medium,Secondary (ages 11-16),---,Pentremawr Road,Hafod,Swansea,,SA1 2NN,01792410400,1120,,,,,,,,,,,51.6378863,-3.9411961
6704044,BISHOP GORE SCHOOL,670,Swansea,Secondary,Community,EM,English medium,Secondary (ages 11-19),---,De-La-Beche Road,Sketty,Swansea,,SA2 9AP,01792411400,1312,,,,,,,,,,,51.6151363,-3.9888775
6704062,Penyrheol Comprehensive School,670,Swansea,Secondary,Community,EM,English medium,Secondary (ages 11-16),---,Pontarddulais Road,Gorseinon,Swansea,,SA4 4FG,01792533066,877,,,,,,,,,,,51.6750991,-4.0410765
6704063,Gowerton Comprehensive School,670,Swansea,Secondary,Community,EM,English medium,Secondary (ages 11-19),---,Cecil Road,Gowerton,Swansea,,SA4 3DL,01792873461,1145,,,,,,,,,,,51.6427954,-4.0371884
6704069,BISHOPSTON COMPREHENSIVE,670,Swansea,Secondary,Community,EM,English medium,Secondary (ages 11-16),---,The Glebe,Bishopston,Swansea,,SA3 3JP,01792 234121,1118,,,,,,,,,,,51.5840938,-4.0493444
6704072,Pontarddulais Comprehensive School,670,Swansea,Secondary,Community,EM,English medium,Secondary (ages 11-16),---,Caecerrig Road,Pontarddulais,Swansea,,SA4 8PD,01792884556,859,,,,,,,,,,,51.7174,-4.034064
6704074,Ysgol Gyfun Gwyr,670,Swansea,Secondary,Community,WM,Welsh medium,Secondary (ages 11-19),---,Talbot Street,Tregwyr,Abertawe,,SA4 3DD,01792872403,1156,,,,,,,,,,,51.6459296,-4.0393387
6704075,BIRCHGROVE,670,Swansea,Secondary,Community,EM,English medium,Secondary (ages 11-16),---,Birchgrove Road,Birchgrove,Swansea,,SA7 9NB,01792535400,682,,,,,,,,,,,51.6754181,-3.8764766
6704076,Dylan Thomas Community School,670,Swansea,Secondary,Community,EM,English medium,Secondary (ages 11-16),---,John Street,Cockett,Swansea,,SA2 0FR,01792610300,687,,,,,,,,,,,51.633752,-3.983297
6704078,Ysgol Gyfun Gymraeg Bryn Tawe,670,Swansea,Secondary,Community,WM,Welsh medium,Secondary (ages 11-19),---,Heol Gywrosydd,Penlan,Swansea,,SA5 7BU,01792560600,922,,,,,,,,,,,51.6495949,-3.9573904
6704600,Bishop Vaughan School,670,Swansea,Secondary,Voluntary aided,EM,English medium,Secondary (ages 11-19),Roman Catholic,Mynydd Garnlwyd Road,Morriston,Swansea,,SA6 7QG,01792772006,1190,,,,,,,,,,,51.6613897,-3.9388674
6707000,Ysgol Pen-Y-Bryn,670,Swansea,Special,Not Applicable,0 ,Not available,Special (with post-16 provision),---,Glasbury Road,Morriston,Swansea,,SA6 7PA,01792799064,174,,,,,,,,,,,51.6602109,-3.9413345
6707008,Ysgol Crug Glas,670,Swansea,Special,Not Applicable,0 ,Not available,Special (with post-16 provision),---,Croft Street,Swansea,,,SA1 1QA,01792652388,56,,,,,,,,,,,51.6282194,-3.9421801
6712100,Alltwen Primary School,671,Neath Port Talbot,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Alltwen Hill,Alltwen,Pontardawe,Swansea,SA8 3AB,01792863275,230,,,,,,,,,,,51.71738449999999,-3.8446999
6712101,Blaendulais Primary School,671,Neath Port Talbot,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Seven Sisters,Neath,,,SA10 9AA,01639700261,110,,,,,,,,,,,51.765353,-3.7107475
6712106,Blaengwrach Primary School,671,Neath Port Talbot,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Heol Wenallt,Cwmgwrach,Neath,,SA11 5PP,01639720342,141,,,,,,,,,,,51.7338157,-3.6412668
6712110,Blaenhonddan Primary School,671,Neath Port Talbot,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Main Road,Bryncoch,Neath,,SA10 7PE,01639644366,257,,,,,,,,,,,51.6773841,-3.816169899999999
6712119,Baglan Primary School,671,Neath Port Talbot,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Elmwood Road,Baglan,Port Talbot,,SA12 8TF,01639813112,261,,,,,,,,,,,51.6183006,-3.8072819
6712128,YGG Cwmllynfell,671,Neath Port Talbot,Primary,Community,WM,Welsh medium,"Nursery, Infants & Juniors",---,Heol Y Bryn,Cwmllynfell,Swansea,,SA9 2FJ,01639830630,56,,,,,,,,,,,51.7951895,-3.8227609
6712129,Creunant Primary School,671,Neath Port Talbot,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,School Road,Crynant,Neath,,SA10 8NS,01639750224,127,,,,,,,,,,,51.7326281,-3.7474234
